	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	type	gene	databases	has_db
chr7:132549772-132568423:-	2.17194117297512	-33.1299171437566	4.81557830069152	-6.46441926596569	1.01688569796856e-10	3.64322412335826e-08	EI-circRNA	Zranb1	circAtlas:mmu-ENSMUSG00000030849,ENSMUSG00000030967_0008,circAtlas:mmu-ENSMUSG00000030849,ENSMUSG00000030967_0016,circAtlas:mmu-Zranb1_0003,circBase:mm9_circ_005606,circBase_lifted:hsa_circ_0020335,circBase_lifted:hsa_circ_0008915	TRUE
chr5:103958928-103966852:+	0.385253762742544	36.4648135366588	5.3968858820268	6.38605564209477	1.70219086757164e-10	5.88450369219282e-08	EI-circRNA	Aff1	circAtlas:mmu-Aff1_0010	TRUE
chr5:103958928-103966852:-	0.385253762742544	36.4648135366588	5.3968858820268	6.38605564209477	1.70219086757164e-10	5.88450369219282e-08	EI-circRNA	Aff1	circAtlas:mmu-Aff1_0010	TRUE
chr16:76868531-76873409:+	1.54749632855161	-34.2394995977646	5.05702159431116	-6.37519516112648	1.82730108423802e-10	6.10287590930681e-08	EI-circRNA	Usp25	circAtlas:mmu-Usp25_0025	TRUE
chr16:76868531-76873409:-	1.54749632855161	-34.2394995977646	5.05702159431116	-6.37519516112648	1.82730108423802e-10	6.10287590930681e-08	EI-circRNA	Usp25	circAtlas:mmu-Usp25_0025	TRUE
chr13:12297400-12306776:+	0.298506451650144	36.2741422773137	5.40684430468506	6.33902889484259	2.31217876689885e-10	7.46909550848228e-08	EI-circRNA	Actn2	circAtlas:mmu-Actn2_0018	TRUE
chr13:12297400-12306776:-	0.298506451650144	36.2741422773137	5.40684430468506	6.33902889484259	2.31217876689885e-10	7.46909550848228e-08	EI-circRNA	Actn2	circAtlas:mmu-Actn2_0018	TRUE
chr8:35340181-35342462:-	0.582955603490368	36.0408892705111	5.39650151585732	6.3079551021127	2.82746204052513e-10	8.84367293786471e-08	EI-circRNA	Tnks	circAtlas:mmu-Tnks_0004	TRUE
chr8:35340182-35342462:+	0.582955603490368	36.0408892705111	5.39650151585732	6.3079551021127	2.82746204052513e-10	8.84367293786471e-08	EI-circRNA	Tnks	circAtlas:mmu-Tnks_0004	TRUE
chr4:149465639-149483242:+	1.35302729413356	-35.9113045357965	5.44294121107323	-6.23032717436056	4.65462063211917e-10	1.41106614701397e-07	EI-circRNA	Ube4b	circAtlas:mmu-Ube4b_0006,circBase_lifted:hsa_circ_0009685	TRUE
chr4:149465640-149483242:-	1.35302729413356	-35.9113045357965	5.44294121107323	-6.23032717436056	4.65462063211917e-10	1.41106614701397e-07	EI-circRNA	Ube4b	circAtlas:mmu-Ube4b_0006,circBase_lifted:hsa_circ_0009685	TRUE
chr18:32994079-32996315:+	2.39294026555151	-30.336688096273	4.56645667158639	-6.2053995327692	5.45581166695081e-10	1.6045786402577e-07	EI-circRNA	Wdr36	circAtlas:mmu-Wdr36_0003,circAtlas:mmu-Wdr36_0002	TRUE
chr18:32994079-32996315:-	2.39294026555151	-30.336688096273	4.56645667158639	-6.2053995327692	5.45581166695081e-10	1.6045786402577e-07	EI-circRNA	Wdr36	circAtlas:mmu-Wdr36_0003,circAtlas:mmu-Wdr36_0002	TRUE
chr17:26853390-26860678:+	0.323306471188898	35.4274946032394	5.40131599815253	6.18876855467685	6.06360346198051e-10	1.73164211910617e-07	EI-circRNA	Ergic1	circAtlas:mmu-Ergic1_0005,circBase_lifted:hsa_circ_0075054	TRUE
chr17:26853391-26860678:-	0.323306471188898	35.4274946032394	5.40131599815253	6.18876855467685	6.06360346198051e-10	1.73164211910617e-07	EI-circRNA	Ergic1	circAtlas:mmu-Ergic1_0005,circBase_lifted:hsa_circ_0075054	TRUE
chr16:94184770-94186281:-	2.27615751063197	-27.9142394000722	4.23199269709577	-6.12341307154334	9.15918350477314e-10	2.50669043002159e-07	EI-circRNA	Ttc3	circAtlas:mmu-Ttc3_0030,circBase_lifted:hsa_circ_0008572	TRUE
chr16:94184770-94186282:+	2.27615751063197	-27.9142394000722	4.23199269709577	-6.12341307154334	9.15918350477314e-10	2.50669043002159e-07	EI-circRNA	Ttc3	circAtlas:mmu-Ttc3_0030,circBase_lifted:hsa_circ_0008572	TRUE
chr9:75158722-75176937:-	0.248872450583474	34.9628827000655	5.42407128464854	6.07714776783236	1.22339018976698e-09	3.25768968775114e-07	EI-circRNA	Myo5c,Gm53503	.	FALSE
chr9:75158723-75176937:+	0.248872450583474	34.9628827000655	5.42407128464854	6.07714776783236	1.22339018976698e-09	3.25768968775114e-07	EI-circRNA	Myo5c,Gm53503	.	FALSE
chr5:24688338-24698124:-	3.99657162311694	-21.1090351219407	3.15049071198824	-6.06541547614376	1.31612972716793e-09	3.41241266761105e-07	EI-circRNA	Agap3	circAtlas:mmu-Agap3_0003	TRUE
chr5:24688339-24698124:+	3.99657162311694	-21.1090351219407	3.15049071198824	-6.06541547614376	1.31612972716793e-09	3.41241266761105e-07	EI-circRNA	Agap3	circAtlas:mmu-Agap3_0003	TRUE
chr13:37151992-37156040:+	1.65363223304569	-34.7889019491394	5.44452608190247	-6.0223610753063	1.71890893527129e-09	4.34244879096419e-07	EI-circRNA	Gm30489,F13a1	circAtlas:mmu-F13a1_0010	TRUE
chr13:37151992-37156040:-	1.65363223304569	-34.7889019491394	5.44452608190247	-6.0223610753063	1.71890893527129e-09	4.34244879096419e-07	EI-circRNA	Gm30489,F13a1	circAtlas:mmu-F13a1_0010	TRUE
chr6:90666561-90671832:-	1.72027213467832	-34.669793460443	5.44159410880342	-6.00371744147358	1.92850197906439e-09	4.75014143718298e-07	EI-circRNA	Iqsec1	circAtlas:mmu-Iqsec1_0003,circBase:mm9_circ_017841,circBase_lifted:hsa_circ_0064388	TRUE
chr6:90666562-90671832:+	1.72027213467832	-34.669793460443	5.44159410880342	-6.00371744147358	1.92850197906439e-09	4.75014143718298e-07	EI-circRNA	Iqsec1	circAtlas:mmu-Iqsec1_0003,circBase:mm9_circ_017841,circBase_lifted:hsa_circ_0064388	TRUE
chr12:81941756-81966154:+	1.11826827517255	-31.754736038241	4.97287251656325	-5.98341017975753	2.18513559122901e-09	5.25098741770337e-07	EI-circRNA	Pcnx1	circAtlas:mmu-Pcnx_0029,circAtlas:mmu-Pcnx_0011,circBase_lifted:hsa_circ_0032384	TRUE
chr12:81941757-81966154:-	1.11826827517255	-31.754736038241	4.97287251656325	-5.98341017975753	2.18513559122901e-09	5.25098741770337e-07	EI-circRNA	Pcnx1	circAtlas:mmu-Pcnx_0029,circAtlas:mmu-Pcnx_0011,circBase_lifted:hsa_circ_0032384	TRUE
chr9:110396864-110398828:+	0.251181387678859	33.9684251159868	5.42266959176027	5.89532970339236	3.73933982810706e-09	8.77186801343447e-07	EI-circRNA	Setd2	circAtlas:mmu-Setd2_0040,circAtlas:mmu-Setd2_0074	TRUE
chr9:110396864-110398828:-	0.251181387678859	33.9684251159868	5.42266959176027	5.89532970339236	3.73933982810706e-09	8.77186801343447e-07	EI-circRNA	Setd2	circAtlas:mmu-Setd2_0040,circAtlas:mmu-Setd2_0074	TRUE
chr18:82682962-82698881:+	0.95345519211217	33.8850553961205	5.41772600423577	5.88532077317893	3.97282700056371e-09	9.1028553541986e-07	EI-circRNA	Zfp236	circAtlas:mmu-Zfp236_0019,circAtlas:mmu-Zfp236_0004,circBase:mm9_circ_010094	TRUE
chr18:82682963-82698881:-	0.95345519211217	33.8850553961205	5.41772600423577	5.88532077317893	3.97282700056371e-09	9.1028553541986e-07	EI-circRNA	Zfp236	circAtlas:mmu-Zfp236_0019,circAtlas:mmu-Zfp236_0004,circBase:mm9_circ_010094	TRUE
chr18:61279500-61290833:+	0.897801541874654	33.8269097721582	5.41801786453007	5.87427184035665	4.2470596377778e-09	9.51003524572859e-07	EI-circRNA	Hmgxb3	circAtlas:mmu-Hmgxb3_0018	TRUE
chr18:61279500-61290833:-	0.897801541874654	33.8269097721582	5.41801786453007	5.87427184035665	4.2470596377778e-09	9.51003524572859e-07	EI-circRNA	Hmgxb3	circAtlas:mmu-Hmgxb3_0018	TRUE
chrX:144269760-144272968:-	0.485285876328631	33.7979378941251	5.41958361024747	5.86722895722114	4.43138567829921e-09	9.70227275454289e-07	EI-circRNA	Amot	circAtlas:mmu-Amot_0003	TRUE
chrX:144269761-144272968:+	0.485285876328631	33.7979378941251	5.41958361024747	5.86722895722114	4.43138567829921e-09	9.70227275454289e-07	EI-circRNA	Amot	circAtlas:mmu-Amot_0003	TRUE
chr8:80070282-80080075:-	3.10720678530165	-31.0434572817612	4.96503291756623	-5.84960014645739	4.92756129054739e-09	1.05540864380692e-06	EI-circRNA	Smad1	circAtlas:mmu-Smad1_0002	TRUE
chr8:80070283-80080075:+	3.10720678530165	-31.0434572817612	4.96503291756623	-5.84960014645739	4.92756129054739e-09	1.05540864380692e-06	EI-circRNA	Smad1	circAtlas:mmu-Smad1_0002	TRUE
chr6:116206183-116218583:+	2.22429752903651	-30.4525951016526	4.87479851476732	-5.83667099582899	5.32541053894076e-09	1.11635334755136e-06	EI-circRNA	Gm52873,Washc2	circAtlas:mmu-Fam21_0001	TRUE
chr6:116206184-116218583:-	2.22429752903651	-30.4525951016526	4.87479851476732	-5.83667099582899	5.32541053894076e-09	1.11635334755136e-06	EI-circRNA	Gm52873,Washc2	circAtlas:mmu-Fam21_0001	TRUE
chr5:118215641-118233794:+	3.41275237545898	-31.9537980623033	5.17813834078464	-5.78466547067269	7.26567729041438e-09	1.49135594799599e-06	EI-circRNA	Fbxw8	circAtlas:mmu-Fbxw8_0003,circBase_lifted:hsa_circ_0028613	TRUE
chr5:118215641-118233794:-	3.41275237545898	-31.9537980623033	5.17813834078464	-5.78466547067269	7.26567729041438e-09	1.49135594799599e-06	EI-circRNA	Fbxw8	circAtlas:mmu-Fbxw8_0003,circBase_lifted:hsa_circ_0028613	TRUE
chr3:116468820-116488283:+	1.11142817459948	-33.2285202873919	5.44458802854047	-5.73569939978789	9.71107650648608e-09	1.95262002612559e-06	EI-circRNA	Slc35a3,Gm40126	circAtlas:mmu-Slc35a3_0002,circAtlas:mmu-Slc35a3_0008	TRUE
chr3:116468820-116488283:-	1.11142817459948	-33.2285202873919	5.44458802854047	-5.73569939978789	9.71107650648608e-09	1.95262002612559e-06	EI-circRNA	Slc35a3,Gm40126	circAtlas:mmu-Slc35a3_0002,circAtlas:mmu-Slc35a3_0008	TRUE
chr1:165216227-165256884:+	1.00904151803149	-32.4294000019676	5.31456469162669	-5.72566179313055	1.03031298896861e-08	2.03023174476265e-06	EI-circRNA	Dcaf6	circAtlas:mmu-Dcaf6_0048,circAtlas:mmu-Dcaf6_0086	TRUE
chr1:165216227-165256884:-	1.00904151803149	-32.4294000019676	5.31456469162669	-5.72566179313055	1.03031298896861e-08	2.03023174476265e-06	EI-circRNA	Dcaf6	circAtlas:mmu-Dcaf6_0048,circAtlas:mmu-Dcaf6_0086	TRUE
chr16:33241690-33288553:+	1.084033601912	-27.3054845354524	4.42327453132929	-5.7209843875206	1.05908630241559e-08	2.04600937148032e-06	EI-circRNA	Zfp148	circAtlas:mmu-Zfp148_0032,circAtlas:mmu-Zfp148_0034,circAtlas:mmu-Zfp148_0010,circAtlas:mmu-Zfp148_0014,circAtlas:mmu-Zfp148_0029,circBase:mm9_circ_018765,circBase_lifted:hsa_circ_0067098,circBase_lifted:hsa_circ_0067102	TRUE
chr16:33241691-33288553:-	1.084033601912	-27.3054845354524	4.42327453132929	-5.7209843875206	1.05908630241559e-08	2.04600937148032e-06	EI-circRNA	Zfp148	circAtlas:mmu-Zfp148_0032,circAtlas:mmu-Zfp148_0034,circAtlas:mmu-Zfp148_0010,circAtlas:mmu-Zfp148_0014,circAtlas:mmu-Zfp148_0029,circBase:mm9_circ_018765,circBase_lifted:hsa_circ_0067098,circBase_lifted:hsa_circ_0067102	TRUE
chr3:40714796-40715347:+	2.11473508644044	-32.9018382885805	5.44369335742575	-5.67663096717732	1.37373387957755e-08	2.60282943241112e-06	EI-circRNA	Hspa4l	circAtlas:mmu-Hspa4l_0015	TRUE
chr3:40714796-40715347:-	2.11473508644044	-32.9018382885805	5.44369335742575	-5.67663096717732	1.37373387957755e-08	2.60282943241112e-06	EI-circRNA	Hspa4l	circAtlas:mmu-Hspa4l_0015	TRUE
chr15:75538101-75539814:+	1.59108954945132	-32.8374227488194	5.44390564699159	-5.66457700563946	1.4738766208764e-08	2.73988102022352e-06	EI-circRNA	Top1mt	circAtlas:mmu-Top1mt_0002	TRUE
chr15:75538101-75539814:-	1.59108954945132	-32.8374227488194	5.44390564699159	-5.66457700563946	1.4738766208764e-08	2.73988102022352e-06	EI-circRNA	Top1mt	circAtlas:mmu-Top1mt_0002	TRUE
chr11:62229684-62236144:-	1.83924235469656	-31.2078401048777	5.164979545186	-5.65497691701426	1.55867218752624e-08	2.82077508782687e-06	EI-circRNA	Ncor1	circAtlas:mmu-Ncor1_0061,circAtlas:mmu-Ncor1_0168	TRUE
chr11:62229685-62236144:+	1.83924235469656	-31.2078401048777	5.164979545186	-5.65497691701426	1.55867218752624e-08	2.82077508782687e-06	EI-circRNA	Ncor1	circAtlas:mmu-Ncor1_0061,circAtlas:mmu-Ncor1_0168	TRUE
chr3:60503015-60523194:+	1.0334757166321	-28.7864368664079	4.73825795579105	-5.65322469066291	1.57465242152223e-08	2.82077508782687e-06	EI-circRNA	Mbnl1	circAtlas:mmu-Mbnl1_0024	TRUE
chr3:60503015-60523194:-	1.0334757166321	-28.7864368664079	4.73825795579105	-5.65322469066291	1.57465242152223e-08	2.82077508782687e-06	EI-circRNA	Mbnl1	circAtlas:mmu-Mbnl1_0024	TRUE
chr10:93925438-93939260:+	0.63222830259239	32.4603677529638	5.4180971774829	5.62196777856886	1.8879448399655e-08	3.26332921680002e-06	EI-circRNA	Gm18391,Fgd6	circAtlas:mmu-Fgd6_0005,circAtlas:mmu-Fgd6_0016	TRUE
chr10:93925438-93939260:-	0.63222830259239	32.4603677529638	5.4180971774829	5.62196777856886	1.8879448399655e-08	3.26332921680002e-06	EI-circRNA	Gm18391,Fgd6	circAtlas:mmu-Fgd6_0005,circAtlas:mmu-Fgd6_0016	TRUE
chr5:137319655-137321433:+	0.63222830259239	32.4603677529638	5.4180971774829	5.62196777856886	1.8879448399655e-08	3.26332921680002e-06	EI-circRNA	Slc12a9	circAtlas:mmu-Slc12a9_0001	TRUE
chr5:137319655-137321433:-	0.63222830259239	32.4603677529638	5.4180971774829	5.62196777856886	1.8879448399655e-08	3.26332921680002e-06	EI-circRNA	Slc12a9	circAtlas:mmu-Slc12a9_0001	TRUE
chr18:54028603-54039741:+	3.18884882370775	-27.1969682183511	4.49866162159186	-5.6009921033881	2.13128447118279e-08	3.62042762971179e-06	EI-circRNA	Csnk1g3	circAtlas:mmu-Csnk1g3_0004,circBase:mm9_circ_004424,circBase_lifted:hsa_circ_0001522	TRUE
