circ_id	gene_id	aging_24m_ESR1_no_3	antiHormonal_20m_CYP19A1_tamoxifen_2m_3	aging_12m_ESR1_no_3	aging_12m_ESR1_1w_2	aging_12m_CYP19A1_no_2	antiHormonal_20m_CYP19A1_tamoxifen_2m_2	aging_12m_CYP19A1_no_3	aging_24m_CYP19A1_6m_1	aging_18m_CYP19A1_no_3	aging_18m_ESR1_1w_2	antiHormonal_20m_ESR1_tamoxifen_2m_1	aging_24m_CYP19A1_no_2	aging_24m_CYP19A1_12m_1	aging_24m_CYP19A1_6m_2	aging_12m_CYP19A1_1w_1	antiHormonal_18m_CYP19A1_no_2	antiHormonal_20m_ESR1_letrozole_2m_2	aging_24m_ESR1_no_2	antiHormonal_20m_ESR1_tamoxifen_2m_2	antiHormonal_20m_CYP19A1_no_3	aging_12m_CYP19A1_1w_3	aging_30m_ESR1_18m_3	aging_24m_CYP19A1_no_1	aging_24m_CYP19A1_12m_2	aging_12m_ESR1_no_2	aging_30m_CYP19A1_18m_3	aging_30m_CYP19A1_18m_1	aging_24m_ESR1_6m_2	aging_18m_ESR1_no_2	aging_30m_ESR1_18m_1	antiHormonal_18m_ESR1_no_1	aging_18m_CYP19A1_1w_3	aging_18m_ESR1_no_1	aging_18m_ESR1_1w_1	antiHormonal_18m_CYP19A1_no_1	aging_24m_ESR1_12m_3	aging_24m_ESR1_no_1	antiHormonal_20m_ESR1_tamoxifen_2m_3	antiHormonal_20m_ESR1_no_3	antiHormonal_20m_CYP19A1_no_2	aging_18m_CYP19A1_1w_1	aging_24m_ESR1_12m_1	antiHormonal_20m_CYP19A1_tamoxifen_2m_1	aging_18m_ESR1_1w_3	antiHormonal_20m_ESR1_no_1	antiHormonal_20m_CYP19A1_letrozole_2m_1	aging_24m_ESR1_6m_1	antiHormonal_18m_ESR1_no_3	aging_18m_ESR1_no_3	aging_18m_CYP19A1_no_2	antiHormonal_20m_ESR1_no_2	antiHormonal_18m_ESR1_no_2	aging_24m_CYP19A1_12m_3	aging_18m_CYP19A1_no_1	aging_24m_ESR1_6m_3	antiHormonal_18m_CYP19A1_no_3	antiHormonal_20m_CYP19A1_letrozole_2m_3	antiHormonal_20m_CYP19A1_no_1	aging_24m_CYP19A1_6m_3	aging_30m_ESR1_18m_2	antiHormonal_20m_CYP19A1_letrozole_2m_2	aging_12m_ESR1_1w_3	aging_24m_ESR1_12m_2	aging_12m_CYP19A1_no_1	aging_12m_ESR1_no_1	aging_30m_CYP19A1_18m_2	antiHormonal_20m_ESR1_letrozole_2m_1	aging_12m_CYP19A1_1w_2	aging_12m_ESR1_1w_1	antiHormonal_20m_ESR1_letrozole_2m_3	aging_24m_CYP19A1_no_3	aging_18m_CYP19A1_1w_2
chr1:55776175-55776407:-																																								1																																	
chr1:57425295-57425397:-																																																																	1								
chr1:57895076-57895279:-																																																								1																	
chr1:58529782-58529873:+																																																						1																			
chr1:58606973-58607102:+				1																																																																					
chr1:58756632-58756791:-																																								1																												1					
chr1:58793028-58793264:-																																1																																									
chr1:59209024-59209113:+																												1																																													
chr1:59522671-59522769:-																		1					1																																																		
chr1:59634684-59634781:-																																								2																																	
chr1:59726448-59726543:-																														1																																											
chr1:60014079-60014159:-																		1																																																							
chr1:60335042-60335124:-			1																																																																						
chr1:60374521-60374677:-																																												1																													
chr1:60476392-60476500:+										1																																																															
chr1:60483185-60486483:-																																																	1									1							1								
chr1:60504433-60528408:+																						1																																																			
chr1:60519340-60519485:+																																																														1											
chr1:60524695-60524826:+																																									1																																
chr1:60600836-60600999:+																																				1																																					
chr1:60601262-60601365:+																																									1																																
chr1:60602759-60603002:+				1																																																																					
chr1:61693353-61693456:-																				1																				3																															1		
chr1:61879708-61879904:-																																																													1												
chr1:61962663-61962771:-																											1							2																																							
chr1:62057190-62057271:-																																																																									1
chr1:62600827-62600910:-																										1																																															
chr1:62679523-62679998:-																																																													1												
chr1:62754000-62754106:-																																																										1															
chr1:62775083-62775166:-																				1																																	1																				1
chr1:62808211-62810921:-																																					2																																				
chr1:63092026-63092158:+																																																											2														
chr1:63094175-63096563:+																																1																																									
chr1:63097511-63097691:+							1																																																																		
chr1:63097613-63097691:+																																										1																															
chr1:63124988-63125129:+												1																																																													
chr1:63180924-63181078:-																																									1																																
chr1:63196365-63199000:+																		1																1								1																				1											
chr1:63201152-63201284:+																																					1																							1													
chr1:63633859-63633952:-																																																																						1			
chr1:64069008-64069253:+																																1																																									
chr1:64105470-64105653:+																																																									1																
chr1:64108744-64108878:+				1																																																							1														
chr1:64590008-64636802:+						1																																																																			
chr1:64621341-64621490:-					1																																																																				
chr1:64642807-64642983:-											1																								1																																						
chr1:64772319-64772771:+																																								1																																	
chr1:64859178-64860565:+				1																																																																					
chr1:64870300-64870388:+																				1																																																					
chr1:65202691-65202765:+																																																			1				1																		
chr1:65258668-65258758:-			1																																																																						
chr1:66233597-66233693:-																										1																																															
chr1:66253792-66253908:-											1																																																														
chr1:66427755-66427829:-																																	1																																								
chr1:66427755-66427885:-																																																									1																
chr1:66740398-66740532:-																																																																							1		
chr1:66759419-66759645:+																																																																									1
chr1:66783317-66783401:+																																																																	1								
chr1:66808279-66808441:-																																1																																									
chr1:66866646-66866736:+																																																		1																							
chr1:66979636-66980232:+																																																						1																			
chr1:66983986-66984057:+									1									1																														1																									
chr1:68333090-68333170:+																																																		1																							
chr1:68722010-68722168:+																																1																																									
chr1:68817428-68817616:+																																1																																									
chr1:71624886-71625225:+																																											1																														
chr1:71625355-71626031:+																																																								1																	
chr1:71634925-71636468:+																																																					1																				
chr1:71636590-71636757:+																																																								1			1				1							1			
chr1:71636653-71638813:+																																										1																															
chr1:71636653-71668970:+						1																																																																			
chr1:71648594-71665203:+																																	1																																								
chr1:71651654-71654616:+																					1																																																				
chr1:71660088-71660247:+																																																														1											
chr1:71671202-71671284:+																						1																																												1							
chr1:72283947-72284047:-																																	1																																								
chr1:72429206-72429284:-																																																				1																					
chr1:72636084-72636230:-							1																																																																		
chr1:72897227-72897327:+			1		1	1	1										1	1		1	1		1									2				1			2						4	1	1			1	1				1				1				1			1				2			1
chr1:72897227-72897355:+							1			1																						1			1				1																																		
chr1:72897565-72897640:+																																																			1				1																		
chr1:72898000-72898102:+																																												1																													
chr1:72898170-72898497:+																														1									1																			1															
chr1:72898209-72898384:+						1																																																																			
chr1:72898274-72898384:+																																																										1															
chr1:72898274-72898395:+						1																																									1																										
chr1:72898311-72898472:+																																																											1														
chr1:72898569-72898701:+																										1																																															
chr1:72898842-72899006:+																																											1		2																												
chr1:72898926-72899046:+					1																												1								1									1	1		1		1																		1
chr1:72899008-72899190:+																																																	2																								
chr1:72899094-72899183:+			1		1	2					2	1						1		1			1													1				1	1																				1		1								1		
chr1:72899149-72900570:+																																																																									1
chr1:72899166-72899328:+																						1																																																			
chr1:72899751-72900497:+											1																																																														
chr1:72899884-72900542:+																																		2																																							
chr1:72900571-72900814:+																																										1																															
chr1:72907848-72908068:+																																																																						1			
chr1:72912428-72912741:+																																																				2																					
chr1:72913355-72913597:+																																																					1										1										
chr1:73559816-73559971:+																																																																						1			
chr1:73580068-73580174:-																																																	1																								
chr1:73947568-73947663:+																																																			2				2																		
chr1:73949900-73950151:+																																																					1																				
chr1:73951094-73953086:+												1																																																													
chr1:73951694-73951771:+																																																																							1		
chr1:73953610-73953797:+												1																																																													
chr1:73963992-73964088:+			1																																																		2																				
chr1:73968607-73968750:+			1																													1																														1											
chr1:73974773-73974927:+																																																																									1
chr1:73975776-73975927:+																																		1																																							
chr1:73986370-73986466:+																																													1																												
chr1:73989677-73989809:+																																																														1											
chr1:73991820-73991907:+			1															2		1																1																																					
chr1:74039227-74039305:+																																																														1											
chr1:74041458-74041546:+												1																																																													
chr1:74087631-74087783:+																											1																																														
chr1:74087691-74087891:+																																					1																																				
chr1:74087769-74087891:+																																					1																																				
chr1:74320303-74320470:+																																																																				1					
chr1:74327575-74327811:+																																																	1																								
chr1:74334432-74334522:+					1																					1	1	2				1									1							1	3	1												1											1
chr1:74334446-74334536:+																																												1																													
chr1:74392687-74392788:-																																															1																										
chr1:74489654-74500889:-																																										1																															
chr1:74567896-74568106:-																																																									1																
chr1:74609117-74609386:+																																														1																											
chr1:74609374-74609465:+																														1																																											
chr1:74610186-74610299:+																																																																					1				
chr1:74610186-74610327:+																																																1																									
chr1:74718678-74718872:-																																1																																									
chr1:74777981-74778374:-																																										1																															
chr1:75113241-75113308:+						1																													1																																						
chr1:75113309-75113419:+																																																														1											
chr1:75157601-75157814:+																														1																																											
chr1:75193924-75195882:+																																																																				1					
chr1:75219314-75221536:-						1						1						1																	2							2			1		1									1	1				1		1							1			
chr1:75337376-75337519:-																																		1																																							
chr1:75339619-75340219:-																				1																																																					
chr1:75343754-75343961:-																							1	1											2																			1																			
chr1:75343777-75343865:-			2					1	3		1	3		3				4	1	1	5	1	10				6	1		2	1			11			8		4	13	1	2	1	2	1	4	2			1	4		5	4	4	1		3		7	6	4						3	2		4		8
chr1:75343777-75343961:-									1																																																																
chr1:75343801-75343961:-																					1																																																				
chr1:75343866-75343961:-			4	3		1	8	2	2		2	5	6	3			2	11	3	6	6	2	9	2		1	12	4		3	2	5	6	10	3		19		9	5	8	6		3	2	5	8			1	8		9	9	8	8	3	12	2	16	7	10	1			5		12	1	1	9		16
chr1:75377787-75377973:-																																																										1															
chr1:75407454-75407587:-													1																																																												
chr1:75418476-75418778:-																														1																																											
chr1:75454249-75454981:+																																																																						1			
chr1:75483340-75483497:-											1																																																														
chr1:75523973-75524089:-																																																									1																
chr1:78639357-78639483:-																																																														1			1								
chr1:78645375-78645483:-																																1																																									
chr1:78659400-78659524:-																																																			1				1																		
chr1:80206380-80206525:-																																																										1															
chr1:80246965-80247046:+					1													1	1							1														2				1																	1							1					2
chr1:80258657-80258771:+					1																																																																				
chr1:80481455-80481581:+																																1							1																																		
chr1:80523148-80523290:+																																																						1																			
chr1:80588655-80588777:+																																																			1				1																		
chr1:82212580-82212747:+																																																																									1
chr1:82212711-82212790:+																																																										1															
chr1:82214288-82214401:+																																													1								1																				
chr1:82240003-82240099:+																																				1																																					
chr1:82254547-82254653:+												1																																																													
chr1:82264696-82266106:+																																										1																															
chr1:82268355-82268453:+																																																																	1								
chr1:82323728-82323825:-																											1																																														
chr1:82392329-82392532:-																																				1																																					
chr1:82422123-82422323:-																				1																																																					
chr1:82422621-82422766:-																																																																	1								
chr1:82426783-82427193:+																														1																																											
chr1:82688601-82688679:+																																															1																										
chr1:82702135-82702435:+																																																														1											
chr1:82860028-82860141:-							1				1							1														1									1																													2			
chr1:84063029-84063136:+																																															1																										
chr1:84092539-84092668:+																														1																																											
chr1:84199725-84199830:+																																																												1													
chr1:84214996-84215103:+																																																														1											
chr1:84736229-84736349:+																																										1																															
chr1:84771518-84771595:+																																1																																									
chr1:85612668-85612773:-																																																			1				1																		
chr1:85615503-85615669:-											1																																																														
chr1:85776888-85777039:-																																1																																									
chr1:85835847-85835950:-																																					1																																				
chr1:86061482-86066874:-																																																									1																
chr1:86101338-86116644:-																																			1																																						
chr1:86817888-86817970:-							1																																																																		
chr1:86901159-86917981:-																																										1																															
chr1:86965770-86965936:-																																																	1																								
chr1:87147328-87148736:-																											1																									1																					
chr1:87153906-87160185:-																																							1																																		
chr1:87153910-87155599:-																																																					1																				
chr1:87284027-87284161:-																		1																																																							
chr1:87480239-87480322:+																				1																																																					
chr1:87583866-87584013:-																					1																																																				
chr1:87634477-87634620:-										1																																																															
chr1:87788735-87788831:-							1																																																																		
chr1:87847025-87847116:-																1																																																									
chr1:87871450-87871560:-									1																																																																
chr1:87877916-87878021:+																																		1																																							
chr1:87925404-87925562:+																																																											1														
chr1:89006983-89007069:-																																																									1																
chr1:89065370-89065482:-																																																			1				1																		
chr1:89073170-89073367:-																																																																				1					
chr1:89080081-89080883:-																							1																																																		
chr1:89418467-89418551:-																																																				1																					
chr1:89484607-89484704:-																1																					1																																				
chr1:89506850-89507010:-																																												1																													
chr1:89554837-89554921:-																	1																																																								
chr1:89714559-89714706:-																																																																				1					
chr1:90142143-90142579:-																																																						1																			
chr1:90534333-90537860:-																																																	1																								
chr1:90542281-90542371:-																																	1											1																													
chr1:90694705-90694787:+																														1																																											
chr1:90695161-90696145:+																																																													1												
chr1:90701277-90703288:+			1																																																																						
chr1:90703914-90704003:+																											1																						1		1				1	1										1							
chr1:90711950-90712957:+																																	1																									1															
chr1:90752106-90752347:+																																																																							1		
chr1:90769187-90769262:+																																																																		1							
chr1:90860698-90860780:-																																							1								1		1																								
chr1:91005109-91005364:-																																																													1												1
chr1:91048575-91048690:-																																																																				1					
chr1:91178757-91178851:+																																	1																																								
chr1:91376976-91377117:+						1					1																																																														
chr1:91469018-91469094:-																																														1																											
chr1:91903571-91903657:+																																					1																																				
chr1:91998217-91998377:+											1																																																														
chr1:92397713-92398683:+																																																																									1
chr1:92762760-92762888:-																																		2																																							
chr1:92782723-92782875:-									1																																																																
chr1:92785704-92786195:-																																															1																										
chr1:92786544-92786645:-							1																																	2												1				1					1	1											3
chr1:92786544-92786729:-																								1								1														1										1				1	1												
chr1:92835711-92835874:-																																																															2										
chr1:92847602-92847692:-																											1					1										1																															
chr1:92910479-92910571:-																																																																						1			
chr1:93174066-93174152:-																																																									2																
chr1:93174066-93174155:-																																					1																																				
chr1:93195849-93200819:-			1	1																																																																					
chr1:93203411-93203508:-																																																						1																			
chr1:93212072-93212152:-																																															1																										1
chr1:93212127-93212429:-																																									1																																
chr1:93227624-93227744:+																																									1																																
chr1:93282147-93282227:-																																										1																															
chr1:93289067-93289181:-						1																																																																			
chr1:93292773-93294626:-			1																																																																						
chr1:93334307-93334392:+			1																								2																																			1											
chr1:93355993-93356121:+																										1																																															
chr1:93430286-93430778:-																																																																							1		
chr1:93432748-93432879:-																			1																																																						
chr1:93550029-93550226:+																																														1																											
chr1:93550097-93550226:+																											1																																														
chr1:93747623-93747717:-																																					1				1												1			1							1										
chr1:93754097-93754268:-																																																																					1				
chr1:95251088-95251250:-																											2																																														
chr1:98567565-98567656:-																																				1																																					
chr1:98689785-98689866:-																																													1																												
chr1:105457773-105458044:+				1																																																																					
chr1:105485281-105485480:+																																										1																															
chr1:105666244-105666574:-																																																						1																			
chr1:105910289-105910388:+																																													1																												
chr1:105928661-105933816:+																																																			1				1																		
chr1:105942210-105942303:-																																																											1														
chr1:106162792-106162952:-																							1																																																		
chr1:106248391-106248515:-																							1																																																		
chr1:106285447-106285560:-																																																					1																				
chr1:106291971-106317632:+																																																									1																
chr1:106300362-106300448:-																																																											1														
chr1:106496533-106496629:+																																				1																																					
chr1:106547305-106547428:+																																1																																									
chr1:106650192-106650378:+																																																																							1		
chr1:106810764-106810841:-						1																								1					1					1				1					1		2				2													3					
chr1:107518381-107518479:-											1																																																														
chr1:110817500-110877127:+																																																			1				1																		
chr1:110849408-110850728:+																																																																									1
chr1:118226286-118226412:+																																																						1																			
chr1:118376191-118376268:-																																																					1																				
chr1:118414974-118415069:-																																																									1																
chr1:118470832-118518279:+																	1																																																								
chr1:118499987-118500109:-												1																																																											1		
chr1:118536104-118536323:-																																																										1															
chr1:118797414-118797500:+																																																																									1
chr1:118849010-118849311:+																																																											1														
chr1:118954074-118954915:+																																																														1											
chr1:119691784-119691889:+							1																										1																		1	1			1													2					
chr1:120041066-120041155:+																																																												2													
