circ_id	gene_id	aging_24m_ESR1_no_3	antiHormonal_20m_CYP19A1_tamoxifen_2m_3	aging_12m_ESR1_no_3	aging_12m_ESR1_1w_2	aging_12m_CYP19A1_no_2	antiHormonal_20m_CYP19A1_tamoxifen_2m_2	aging_12m_CYP19A1_no_3	aging_24m_CYP19A1_6m_1	aging_18m_CYP19A1_no_3	aging_18m_ESR1_1w_2	antiHormonal_20m_ESR1_tamoxifen_2m_1	aging_24m_CYP19A1_no_2	aging_24m_CYP19A1_12m_1	aging_24m_CYP19A1_6m_2	aging_12m_CYP19A1_1w_1	antiHormonal_18m_CYP19A1_no_2	antiHormonal_20m_ESR1_letrozole_2m_2	aging_24m_ESR1_no_2	antiHormonal_20m_ESR1_tamoxifen_2m_2	antiHormonal_20m_CYP19A1_no_3	aging_12m_CYP19A1_1w_3	aging_30m_ESR1_18m_3	aging_24m_CYP19A1_no_1	aging_24m_CYP19A1_12m_2	aging_12m_ESR1_no_2	aging_30m_CYP19A1_18m_3	aging_30m_CYP19A1_18m_1	aging_24m_ESR1_6m_2	aging_18m_ESR1_no_2	aging_30m_ESR1_18m_1	antiHormonal_18m_ESR1_no_1	aging_18m_CYP19A1_1w_3	aging_18m_ESR1_no_1	aging_18m_ESR1_1w_1	antiHormonal_18m_CYP19A1_no_1	aging_24m_ESR1_12m_3	aging_24m_ESR1_no_1	antiHormonal_20m_ESR1_tamoxifen_2m_3	antiHormonal_20m_ESR1_no_3	antiHormonal_20m_CYP19A1_no_2	aging_18m_CYP19A1_1w_1	aging_24m_ESR1_12m_1	antiHormonal_20m_CYP19A1_tamoxifen_2m_1	aging_18m_ESR1_1w_3	antiHormonal_20m_ESR1_no_1	antiHormonal_20m_CYP19A1_letrozole_2m_1	aging_24m_ESR1_6m_1	antiHormonal_18m_ESR1_no_3	aging_18m_ESR1_no_3	aging_18m_CYP19A1_no_2	antiHormonal_20m_ESR1_no_2	antiHormonal_18m_ESR1_no_2	aging_24m_CYP19A1_12m_3	aging_18m_CYP19A1_no_1	aging_24m_ESR1_6m_3	antiHormonal_18m_CYP19A1_no_3	antiHormonal_20m_CYP19A1_letrozole_2m_3	antiHormonal_20m_CYP19A1_no_1	aging_24m_CYP19A1_6m_3	aging_30m_ESR1_18m_2	antiHormonal_20m_CYP19A1_letrozole_2m_2	aging_12m_ESR1_1w_3	aging_24m_ESR1_12m_2	aging_12m_CYP19A1_no_1	aging_12m_ESR1_no_1	aging_30m_CYP19A1_18m_2	antiHormonal_20m_ESR1_letrozole_2m_1	aging_12m_CYP19A1_1w_2	aging_12m_ESR1_1w_1	antiHormonal_20m_ESR1_letrozole_2m_3	aging_24m_CYP19A1_no_3	aging_18m_CYP19A1_1w_2
chr1:10156153-10156231:-																																								1																																	
chr1:10222025-10234012:-																														1											1																																
chr1:10253887-10275134:-						1																																																																			
chr1:10254217-10259759:+																																				1																																					
chr1:10258981-10259903:-					1								1														1															1																						1									
chr1:10258981-10270129:-																																																													3												
chr1:10269953-10283448:-																																																																				1					
chr1:10279308-10279388:+																																												1																													
chr1:10279649-10286784:-						1																																																																			
chr1:11131549-11138339:+			1														1																			1	1												1																								
chr1:11131549-11183067:+																																																										1					1										
chr1:11131549-11241015:+																																		2																																							
chr1:11131549-11278879:+																																																									1																
chr1:11138234-11150348:+																																										1																															
chr1:11138234-11160102:+																																																												1													
chr1:11139333-11139411:-																																																									1																
chr1:11150246-11194087:+																																													1																												
chr1:11159940-11183067:+																																				1																					1																
chr1:11168686-11183067:+											1																																																														
chr1:11168686-11194087:+						1																													1																																1						
chr1:11168686-11213021:+																					1																																																				
chr1:11168686-11278879:+																																																																									1
chr1:11177826-11194087:+						2																																																																			
chr1:11180505-11183067:+																																		1																																							
chr1:11180505-11202637:+				1																																																																					
chr1:11193344-11213021:+																1																																																									1
chr1:11193344-11241015:+													1											1																																																	
chr1:11202561-11226582:+																											1																																														
chr1:11206988-11232625:+																																																										1															
chr1:11210179-11213021:+																											1									1																																					
chr1:11223766-11226582:+												1																																																													
chr1:11252078-11278879:+																																																					1																				
chr1:11254584-11254702:-																																																														1											
chr1:11255353-11302020:+							1																																																																		
chr1:11263736-11278879:+																																																								1																	
chr1:11270058-11278879:+																																1																																									
chr1:11335902-11336383:+																									1											1				3																														1			
chr1:11335902-11359544:+											1								1																					2																																	
chr1:11588801-11633215:+																																					1																																				
chr1:11818188-11900115:+				1																																																																					
chr1:12066603-12066718:-																																																												1													
chr1:12856302-12856922:+																												1											1			2																							1							1	
chr1:12866989-12892323:+																																																																		1					2		
chr1:12878077-12892323:+																																																														1											
chr1:12964650-12991426:-																																												1																													
chr1:12991261-13014336:-																																															1																					1					
chr1:13225964-13226100:+				1																																																																					
chr1:13226593-13237330:-									2												1																																																				
chr1:13230384-13237330:-												1																									1																																				
chr1:13230384-13251541:-																																									1				1																												
chr1:13244654-13244756:+																																																								1																	
chr1:13250704-13251541:-																																																					1																				
chr1:13291530-13294937:-		1	2				1				1							1	4	1	1			1						1						1								1	2				1	1							1		1				2							1			
chr1:13291530-13356249:-				1							1								1		1					1				2								2					1		2								2								1			6				2		4	2		
chr1:13291530-13369946:-																																																					1																				
chr1:13327106-13356249:-					1															1																																	1																				
chr1:13356192-13369946:-																															1																										1									1							
chr1:13356192-13436885:-																										1														2																1																	
chr1:13438287-13438511:+					1																																																																				
chr1:13639694-13642298:-																																																													3												
chr1:13698783-13698935:+																																																																									1
chr1:13708454-13721108:-										1					1																				1																																						
chr1:13708454-13723144:-																																																								1		1															
chr1:14249703-14254908:-																		1																																																							
chr1:14279118-14301776:-													1															1				1																																									
chr1:14279118-14323326:-																			1	1																			1		1										1				1																		1
chr1:14279118-14353422:-																																																			1			1	1																		
chr1:14299716-14323326:-			1	1			1		1															1				1		2		1		1			1		1					1				1		1																	3						2
chr1:14322651-14323326:-																																		1								1																															
chr1:14322651-14353422:-																																													1																												
chr1:14340928-14353422:-																																					1																								2												
chr1:15886109-15889987:+																																																											1														
chr1:15921200-15921276:-						1																																					1																														
chr1:16183959-16184038:-																																														1																			1								
chr1:16336302-16336411:+																																			1																																						
chr1:16415927-16445035:-																																																									1																
chr1:16415927-16510682:-																																																														1					1						
chr1:16415927-16533418:-																																																					1						1														
chr1:16415927-16556374:-																		2																																																							
chr1:16415927-16579632:-																																																			1				1							1			1								
chr1:16436302-16533418:-						1		1																																														2																			
chr1:16439978-16464434:-			1																																																																						
chr1:16460044-16464434:-																																		1		1					1																													1		1	
chr1:16460044-16510682:-																																												1																			1										
chr1:16460044-16533418:-																											1						1		1																																						
chr1:16460044-16579632:-																	1													1																											1				1												
chr1:16510546-16533418:-																											1	1					2																	2						1	2			1				1						1			3
chr1:16510546-16556374:-													3							1												1			1															1							1						1				1	1					1
chr1:16514067-16514149:+											1																		1											1																		2															
chr1:16533258-16533418:-														3																																																											
chr1:16533258-16556374:-																																														2				1																							
chr1:16533258-16579632:-												1													2																				1	1					2				2								1										
chr1:16556243-16579632:-						1																																																																			1
chr1:16583494-16583572:+																							1																																																		
chr1:16652150-16655655:-									1																																																																
chr1:16652150-16672577:-																																		1																							1																
chr1:16720627-16722077:+																																	1																																								
chr1:16745301-16745399:-																																1																																									
chr1:16761907-16771147:+																																																														1											
chr1:16775011-16775102:-																																																					2																				
chr1:17051878-17052279:+																																												1																													
chr1:17067687-17074758:-			1									1											1		1		1						1											1																				2								2	
chr1:17067687-17162281:-																																																												1													
chr1:17074114-17074758:-																																										1																															
chr1:17074114-17162281:-																											1				1																																										1
chr1:17086262-17162281:-				1								1					1										1																																		1						1						
chr1:17098535-17098685:+																																																																									1
chr1:17161521-17162281:-											2								1															1								1		1		2												2									1				1		1
chr1:17200066-17200176:-																																																																				1					
chr1:17233053-17233226:-																																		2																																							
chr1:17815577-17817825:+																																																																	1								
chr1:19296659-19301378:+																							1																																																		
chr1:21327257-21327394:-																																										1																															
chr1:21494272-21549693:-																1																																																									
chr1:21527627-21539788:-																																																					1					1		1		1											
chr1:21527627-21557557:-																									1																										1				1	1						1											
chr1:21527627-21576083:-																																									1																		1														
chr1:21527627-21605411:-						1																																																																			
chr1:21527627-21663838:-																																		1																																							1
chr1:21539693-21557557:-																																														1																											
chr1:21575523-21663838:-																																																												1													
chr1:21767473-21767580:+																																								1	1						1																					1					
chr1:21784782-21784992:+																																																																				1					
chr1:21827413-21827540:+																																																											1														
chr1:21901574-21901667:+																																														1																											
chr1:21907858-21941405:+																																							1																																		
chr1:22004607-22004706:+																																			1																																						
chr1:22018668-22018791:+																																																												2													
chr1:22443567-22467787:-																																																										1															
chr1:22572479-22577704:-																																												1																													
chr1:23147212-23147337:+																																																													1												
chr1:23226834-23227023:+																			1																																																						
chr1:23308067-23308213:-													1													1								1																																							
chr1:23312610-23312754:-																		1																	1										1													1															
chr1:23317127-23317982:-						1																																																																			
chr1:23408397-23408481:+																																																					1																				
chr1:23874144-23874261:+																														1																																											
chr1:23885030-23885157:+													2																																							1																					
chr1:23898103-23905378:-																																													1																												
chr1:24059215-24059402:+																																																											1														
chr1:24060934-24063954:-						1																							1																																												
chr1:24082029-24107059:-				1																																				1																																	
chr1:24083194-24096586:-																																																													1												
chr1:24083194-24107059:-										1																																									1			1	1																		
chr1:24083194-24125692:-																1																								1													1				1		1	1		1				1					1		
chr1:24085438-24125692:-																																							1																																		
chr1:24093084-24125692:-																																																				1																					
chr1:24106979-24125692:-							1														1									1				1				1																						1		1								1			
chr1:24124491-24125692:-		1				2	1						1														1	2		1		1		1							1	1			1					1	2		2	1	2		1	5				1						1					1
chr1:24128914-24129070:+																																													1																												
chr1:24547264-24600449:-												1																																																2													
chr1:24724477-24732082:+																																																								1																	
chr1:24732021-24770980:+							1																																																																		
chr1:24743901-24754063:+																				1																														1																							
chr1:24743901-24770980:+																																						1																								1											
chr1:24745057-24770980:+																																																											1														
chr1:24745057-24783028:+																					1																																																				
chr1:24750592-24770980:+												1	4					1		1																					1			1									1	2												1							
chr1:24750592-24783028:+																															1													1																													
chr1:24767626-24787959:+																																																											1														
chr1:25165721-25170482:-				1																									1					1																																					1		
chr1:25459638-25471657:-																																																																									1
chr1:30843463-30843547:+														1															1				1	1											1		1						1																		1		
chr1:30855548-30863600:-							1																																								1																										
chr1:30859161-30902336:-																							1																																																		
chr1:30859763-30902336:-																					1																																																				
chr1:30868923-30870640:-				1																															1																																						
chr1:30868923-30876347:-																									1							1								1									1			1	1					1			1					1							
chr1:30868923-30902336:-			1						2																					1			1			1									1					2			1					1	1			1								1			
chr1:30876185-30902336:-																											1									1											1													1		1	1										
chr1:30903604-30903710:+																																			1																																						
chr1:33519538-33553298:-																																																															1										
chr1:33551096-33553298:-																			1							2												1							2					1				1							2												
chr1:33667475-33669514:-					1				1																										1	1																											1										
chr1:33708207-33708410:+																																																	1																								
chr1:33760688-33764100:+				1																																																																					
chr1:33804924-33816944:-					1																																								1																												
chr1:33811973-33825613:-												1																																																													
chr1:33815349-33822272:-																																																																2									1
chr1:33815349-33825613:-																					1																																											1									
chr1:33818124-33823045:-					1						1																							1																												1				1				1			
chr1:33821148-33844500:-																	1																																																								
chr1:33822121-33825613:-																		1								1			1							1																																					
chr1:33838446-33838676:+		2																																																																							
chr1:34045271-34156605:+							1									1																																																									
chr1:34085325-34085457:-						1																																																																			
chr1:34125322-34156605:+																				1																																	1																				
chr1:34125322-34174337:+																											1																						1												1												
chr1:34144001-34144150:-																																																											1												1		
chr1:34153013-34156605:+												1															1											1						2																													
chr1:34153013-34174337:+																																			1																1				1											1							
chr1:34155198-34174337:+																																		1																																							
chr1:34155198-34193713:+																																																																					1				
chr1:34155198-34226032:+																																2																																									1
chr1:34155198-34235142:+							2		2									2			2													2			2			1	1												1	1		1				2	3	4											1
chr1:34175336-34175508:-																																												1															1				1										
chr1:34191533-34228395:-																						1																																																			
chr1:34219146-34219237:-																							1																																																		
chr1:34223096-34268327:+																	1																																																								
chr1:34223124-34240491:-														1																																																											
chr1:34227052-34235142:+		1									1	3				1															1				1			5			1	2																1					1										1
chr1:34236281-34238639:+			1		1								1										1																									1													1												
chr1:34236281-34240496:+													1																																																												
chr1:34236281-34252149:+							1																																																																		1
chr1:34236281-34253771:+																																																								1																	
chr1:34236281-34268327:+																																																																				1					
chr1:34236281-34286896:+																																																						1																			
chr1:34237598-34238639:+																										1																																													1		
chr1:34250234-34252149:+			1																																																																						
chr1:34257415-34283595:+																																													1																												
chr1:34257415-34297021:+																																																		1																							
chr1:34262884-34268327:+				1			1						2					1																		1											1						1					4		1	2	1			2								1
chr1:34267999-34268083:-																		1																																																							
chr1:34277224-34277356:-																																																			1				1																		
chr1:34295312-34297021:+																						1																																																			
chr1:34299244-34310564:+																				1																																																					
chr1:34301100-34307971:+																																																																							1		
chr1:34303872-34306003:-																																																																		1			1				
chr1:34323339-34323499:+																																																										1															
chr1:34327509-34327618:-			1																																																																						
chr1:34330923-34333496:-																																1																																									
chr1:34334234-34334617:+																																																									1																
chr1:34482943-34483139:-																						1																																																			
chr1:34499054-34499310:-																																																								1																	
chr1:34501782-34507442:+																																														1																			1								
chr1:34760784-34764240:+											1																																																														
chr1:34852913-34853047:+														1																																																											
chr1:34853047-34853157:+																																	1																			1	1																				
chr1:34857077-34859090:-													1																																																												
chr1:34863222-34863379:+																		1																																																							
chr1:34908413-34908938:-																																																														1											
chr1:36009167-36009246:+											1																																																														
chr1:36085360-36085433:-																																																																						1			
chr1:36108420-36108517:-																				1												1							1																																		
chr1:36142202-36142340:-																	1																																																								
chr1:36142858-36142972:-																																																					1																				
chr1:36190714-36190875:-																																									1																																
chr1:36218639-36223568:-						1																																																																		2	
chr1:36223436-36255387:-																																									1																																
chr1:36230609-36235081:-																																									1																																
chr1:36230609-36236716:-									3												1						3	1						1																						1			1														
chr1:36234930-36236716:-																																																		1													1										
chr1:36247022-36255387:-																																																								2																	
chr1:36247022-36260405:-														1								1	1																											1																							
chr1:36249066-36255387:-																1																																																									
chr1:36266564-36274023:-																														1																																											
chr1:36356284-36357262:+																																																								1																	
chr1:36356493-36356630:+																																																	1																								
chr1:36359252-36359327:-																																																														1											
chr1:36384918-36387762:-																																																																							1		
chr1:36384951-36387637:+																							1																																																		
chr1:36387605-36397541:-										1																																																															
chr1:36397957-36398048:+																																														1																											
chr1:36463918-36467542:-																																1										2																															
chr1:36511528-36511676:-																																																																			1						
chr1:36569318-36569412:+																																								1																																	
chr1:36569334-36569506:+																																																											1														
chr1:36569412-36569506:+																																																								1																	1
chr1:36570493-36570595:+																							1																																						1											1	
chr1:36591799-36591975:-																																																																				1					
chr1:36741568-36745974:+																																																																			1						
chr1:36744704-36744805:+																																															1																										
chr1:36745893-36745974:+																																																		1																							
chr1:36781358-36785652:+																																															1																										
chr1:36832126-36832205:+																						1																																				1									1						
chr1:36835242-36854602:-																										1																																															
chr1:36854535-36862234:-																																																													1												
chr1:36872576-36873993:-																																																									1																
chr1:36873696-36873993:-																																									1																																
chr1:36893924-36928406:-							1																																										1					1																			
chr1:36907688-36907824:+																				1																																																					
chr1:37163031-37204928:+																											1																																														
chr1:37167964-37182148:+																																2																			1				1			1															
chr1:37180171-37216547:+																																																								1																	
chr1:37403190-37429270:+																																												1																													
chr1:37403190-37438001:+																																																													2												
chr1:37416658-37419141:+																			2																																																						
chr1:37422419-37438001:+																					1													1																															1								
chr1:37469596-37469690:-																											1																																														
chr1:37491347-37491635:+																																																																							1		
chr1:37529340-37537821:-								1													1						1		2	1			1			1					1				1											1			2								1			1		2	2
chr1:37840800-37850108:-																																	1																																								
chr1:37840800-37858721:-																																																																									1
chr1:37843709-37873418:-																																																											1														
chr1:37844918-37844998:+																																																												1													
chr1:37873266-37888527:-																																																										1															
chr1:37918701-37920013:-																																																												2													
chr1:38056886-38061395:+																																																																				1					
chr1:38092696-38093077:-																																																										1															
chr1:38092696-38124733:-					1	2	1	1			1	1	1		1								1	1	1								1						1			1	1								1	2			1							2				1					1		
chr1:38093164-38113524:-																																																															1										
chr1:38093825-38124733:-																		1																																																							
chr1:38110423-38124733:-																																																			1				1																		
chr1:38118370-38122901:-														1																																								1																			
chr1:38122784-38147548:-																	1							1	2											1					1								1											1			1										
chr1:38146648-38147548:-			3	1			1		1		1		2			1		3					3	1		1	1	3		1		1	2	1	3			1	1	7	4	5	1		2		2		1	4	1		1		1	3	1			1		1	2	5			2	3			3	4	4
chr1:38436873-38436999:+																																					1																																				
chr1:38573986-38576027:-		2		1					1			2	2	1		3	1		3					1			1			2	1						1		1										1		4				4	1		1	1		2	1	1	1		1	3				1		
chr1:38573986-38578082:-																																																														1											
chr1:39252372-39252451:-																																																																					1				
chr1:39302399-39339814:+					1																		1		1										1										1					1		1														1	3						
chr1:39302402-39339814:+					2																																																				1																
chr1:39326548-39339814:+			1								1	1																							1																								1														
chr1:39326548-39352149:+																											1																																1			1											
chr1:39410688-39410864:-							1																																																																		
chr1:39412958-39413129:+																						1															1																																				
chr1:39431137-39442004:-																																																					1																				
chr1:39436898-39437084:+																							1																																																		
chr1:39441763-39445951:-																																									1		1																											1			
chr1:39578953-39581683:+																	1																																																								
chr1:39578953-39584069:+																																										1																															
chr1:39591437-39594723:+																											1																																														
chr1:39594558-39604413:-			1															1														2			1				2													1														3	1						1
chr1:39597395-39604413:-																																																1									1																
chr1:39599773-39604413:-															1																				1																								1														
chr1:39603128-39604413:-																																			1																									1			1										
chr1:39970686-39970802:-																																																				2																					
chr1:40001337-40029459:+																																																					1																				
chr1:40013086-40029459:+																																							1																																		
chr1:40022298-40029459:+																											1														1	1																															
chr1:40023042-40029459:+																																																													1												
chr1:40028129-40056413:+																																																														1											
chr1:40036180-40039909:+												1																										2																																			
chr1:40036180-40049837:+							1																																																																		
chr1:40042916-40049837:+																											1																																														
chr1:40049716-40051001:+																1																																																									
chr1:40053265-40062679:+				1							1																																																											1			
chr1:40053329-40062679:+																																																													1												
chr1:40151114-40157177:+																																					1																																				
chr1:40295710-40295962:-																																							1																																		
chr1:40315257-40321456:+																																																								1																	
chr1:40321392-40340037:+															1																														1																												
chr1:40332617-40332807:+																																																															1										
chr1:40349347-40349448:-												1																																																													
chr1:40354114-40354300:-																																																																				1					
chr1:40354631-40354714:-							1																																																																		
chr1:40363865-40366683:-												1																																																													
chr1:40382187-40385037:+																		1																								1															1																
chr1:40391682-40391757:-			1							1																																																1															
chr1:40649476-40658296:+																																											1																														
chr1:40781779-40783165:+																	1																																																								
chr1:42920583-42920707:-																																						1		1																						2											
chr1:42920588-42920679:-																																																																				1					
chr1:43149921-43150109:-																																																																									1
chr1:43180857-43192414:-																																		1																						1												1					
chr1:43486466-43486647:-																																																									1																
chr1:43509806-43509912:-																																																			1				1																		
chr1:43794858-43804169:-																																			3																																						
chr1:43992416-43995785:+																							1																		1																	1															1
chr1:43992416-44000127:+				1																																																																					
chr1:43996595-44009676:+																																	1		2																					1																	
chr1:43997721-43997930:-			1																																																																						
chr1:43999243-44012680:+				1																																					1				1				1																								
chr1:43999243-44017995:+																	2																																																					2			
chr1:43999243-44031565:+																																	1																																								
chr1:44008041-44031554:+																																												1																													
chr1:44009560-44010892:+																																																																									1
chr1:44011754-44041325:+							1														1																														1				1																		
chr1:44014866-44014976:-																														1																																											
chr1:44022673-44030519:+																																																																					1				
chr1:44029670-44031554:+									1																							1						2							1																												
chr1:44029670-44031565:+						2					1																													1												1																					
chr1:44049691-44049809:-																																																				1																					
chr1:44165425-44167983:+							1																																					1												1																	
chr1:44168419-44181034:+						1																																																																			
chr1:44196096-44201113:+																									1								1																																								1
chr1:44196096-44207042:+				1				1			1			3				1	1											1			1							3			1		1											1				1	1		1									1	
chr1:44607946-44608030:-																		1																																																							
chr1:44609151-44609328:-																																																																							1		
chr1:44728303-44747838:+																																										1				1																											
chr1:44752798-44752949:-																																																																									1
