	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	type	gene	databases	has_db
chr1:51832799-51852225:+	0.262645836535055	30	2.22359555751293	12.5922179981857	2.33032047767439e-36	1.16577349126978e-34	EI-circRNA	Myo1b	circAtlas:mmu-Myo1b_0007	TRUE
chr1:51832799-51852225:-	0.262645836535055	30	2.22359555751293	12.5922179981857	2.33032047767439e-36	1.16577349126978e-34	EI-circRNA	Myo1b	circAtlas:mmu-Myo1b_0007	TRUE
chr1:52829182-52838695:+	0.139529567197028	30	2.22341880709425	12.5932190150864	2.30094925822655e-36	1.16577349126978e-34	EI-circRNA	Inpp1	circAtlas:mmu-Inpp1_0001	TRUE
chr1:52829183-52838695:-	0.139529567197028	30	2.22341880709425	12.5932190150864	2.30094925822655e-36	1.16577349126978e-34	EI-circRNA	Inpp1	circAtlas:mmu-Inpp1_0001	TRUE
chr1:58439238-58440670:+	0.262645836535055	30	2.22359555751293	12.5922179981857	2.33032047767439e-36	1.16577349126978e-34	EI-circRNA	Bzw1	.	FALSE
chr1:58439238-58440670:-	0.262645836535055	30	2.22359555751293	12.5922179981857	2.33032047767439e-36	1.16577349126978e-34	EI-circRNA	Bzw1	.	FALSE
chr1:59735136-59737618:+	0.174411958996285	30	2.22341622601317	12.5932336340853	2.30052305370022e-36	1.16577349126978e-34	EI-circRNA	Nop58	.	FALSE
chr1:59735137-59737618:-	0.174411958996285	30	2.22341622601317	12.5932336340853	2.30052305370022e-36	1.16577349126978e-34	EI-circRNA	Nop58	.	FALSE
chr1:60292603-60304169:+	0.139529567197028	30	2.22341880709425	12.5932190150864	2.30094925822655e-36	1.16577349126978e-34	EI-circRNA	Nbeal1	.	FALSE
chr1:60292603-60304169:-	0.139529567197028	30	2.22341880709425	12.5932190150864	2.30094925822655e-36	1.16577349126978e-34	EI-circRNA	Nbeal1	.	FALSE
chr1:60303437-60311416:-	0.279059134394055	30	2.22341289886012	12.5932524788152	2.29997376731411e-36	1.16577349126978e-34	EI-circRNA	Nbeal1,Gm29332	circAtlas:mmu-Nbeal1_0112	TRUE
chr1:60303438-60311416:+	0.279059134394055	30	2.22341289886012	12.5932524788152	2.29997376731411e-36	1.16577349126978e-34	EI-circRNA	Nbeal1,Gm29332	circAtlas:mmu-Nbeal1_0112	TRUE
chr1:60572445-60572565:-	0.104647175397771	30	2.22342362004403	12.5931917550851	2.30174421006887e-36	1.16577349126978e-34	circRNA	Raph1	.	FALSE
chr1:60572446-60572565:+	0.104647175397771	30	2.22342362004403	12.5931917550851	2.30174421006887e-36	1.16577349126978e-34	circRNA	Raph1	.	FALSE
chr1:61987898-61988143:+	0.210116669228044	30	2.22359617024966	12.5922145282595	2.33042293538135e-36	1.16577349126978e-34	ciRNA	Pard3b	.	FALSE
chr1:61987898-61988143:-	0.210116669228044	30	2.22359617024966	12.5922145282595	2.33042293538135e-36	1.16577349126978e-34	ciRNA	Pard3b	.	FALSE
chr1:62783333-62825475:+	0.209294350795541	30	2.22341467025254	12.5932424457826	2.30026619402817e-36	1.16577349126978e-34	EI-circRNA	Nrp2	circAtlas:mmu-Nrp2_0011	TRUE
chr1:62783334-62825475:-	0.209294350795541	30	2.22341467025254	12.5932424457826	2.30026619402817e-36	1.16577349126978e-34	EI-circRNA	Nrp2	circAtlas:mmu-Nrp2_0011	TRUE
chr1:72650453-72667360:+	0.174411958996285	30	2.22341622601317	12.5932336340853	2.30052305370022e-36	1.16577349126978e-34	EI-circRNA	Smarcal1	circAtlas:mmu-Smarcal1_0008	TRUE
chr1:72650454-72667360:-	0.174411958996285	30	2.22341622601317	12.5932336340853	2.30052305370022e-36	1.16577349126978e-34	EI-circRNA	Smarcal1	circAtlas:mmu-Smarcal1_0008	TRUE
chr1:74784475-74787670:+	0.139529567197028	30	2.22341880709425	12.5932190150864	2.30094925822655e-36	1.16577349126978e-34	EI-circRNA	Prkag3	.	FALSE
chr1:74784476-74787670:-	0.139529567197028	30	2.22341880709425	12.5932190150864	2.30094925822655e-36	1.16577349126978e-34	EI-circRNA	Prkag3	.	FALSE
chr1:75387929-75388105:+	0.262645836535055	30	2.22359555751293	12.5922179981857	2.33032047767439e-36	1.16577349126978e-34	circRNA	Speg	.	FALSE
chr1:75387930-75388105:-	0.262645836535055	30	2.22359555751293	12.5922179981857	2.33032047767439e-36	1.16577349126978e-34	circRNA	Speg	.	FALSE
chr1:78401830-78449271:+	0.140569685310399	30	2.22178619334275	12.602472768936	2.04627040444529e-36	1.16577349126978e-34	EI-circRNA	Farsb	circAtlas:mmu-Farsb_0042	TRUE
chr1:78401830-78449271:-	0.140569685310399	30	2.22178619334275	12.602472768936	2.04627040444529e-36	1.16577349126978e-34	EI-circRNA	Farsb	circAtlas:mmu-Farsb_0042	TRUE
chr1:85606780-85624831:+	0.174411958996285	30	2.22341622601317	12.5932336340853	2.30052305370022e-36	1.16577349126978e-34	EI-circRNA	Sp100	circAtlas:mmu-Sp100_0013	TRUE
chr1:85606780-85624831:-	0.174411958996285	30	2.22341622601317	12.5932336340853	2.30052305370022e-36	1.16577349126978e-34	EI-circRNA	Sp100	circAtlas:mmu-Sp100_0013	TRUE
chr1:87687772-87694779:+	0.262645836535055	30	2.22359555751293	12.5922179981857	2.33032047767439e-36	1.16577349126978e-34	EI-circRNA	Atg16l1	circAtlas:mmu-Atg16l1_0003,circBase_lifted:hsa_circ_0003585	TRUE
chr1:87687773-87694779:-	0.262645836535055	30	2.22359555751293	12.5922179981857	2.33032047767439e-36	1.16577349126978e-34	EI-circRNA	Atg16l1	circAtlas:mmu-Atg16l1_0003,circBase_lifted:hsa_circ_0003585	TRUE
chr1:93357099-93369972:+	0.174411958996285	30	2.22341622601317	12.5932336340853	2.30052305370022e-36	1.16577349126978e-34	EI-circRNA	Hdlbp	circAtlas:mmu-Hdlbp_0012,circAtlas:mmu-Hdlbp_0047	TRUE
chr1:93357099-93369972:-	0.174411958996285	30	2.22341622601317	12.5932336340853	2.30052305370022e-36	1.16577349126978e-34	EI-circRNA	Hdlbp	circAtlas:mmu-Hdlbp_0012,circAtlas:mmu-Hdlbp_0047	TRUE
chr1:106291971-106304021:+	0.262645836535055	30	2.22359555751293	12.5922179981857	2.33032047767439e-36	1.16577349126978e-34	EI-circRNA	Phlpp1	circAtlas:mmu-Phlpp1_0006	TRUE
chr1:106291971-106304021:-	0.262645836535055	30	2.22359555751293	12.5922179981857	2.33032047767439e-36	1.16577349126978e-34	EI-circRNA	Phlpp1	circAtlas:mmu-Phlpp1_0006	TRUE
chr1:118466996-118509193:+	0.315175003842066	30	2.22359512975808	12.5922204205612	2.33024895401086e-36	1.16577349126978e-34	EI-circRNA	Clasp1	circAtlas:mmu-Clasp1_0030,circAtlas:mmu-Clasp1_0029,circAtlas:mmu-Clasp1_0137	TRUE
chr1:118466996-118509193:-	0.315175003842066	30	2.22359512975808	12.5922204205612	2.33024895401086e-36	1.16577349126978e-34	EI-circRNA	Clasp1	circAtlas:mmu-Clasp1_0030,circAtlas:mmu-Clasp1_0029,circAtlas:mmu-Clasp1_0137	TRUE
chr1:119662389-119662642:+	0.210116669228044	30	2.22359617024966	12.5922145282595	2.33042293538135e-36	1.16577349126978e-34	ciRNA	Ptpn4	.	FALSE
chr1:119662389-119662642:-	0.210116669228044	30	2.22359617024966	12.5922145282595	2.33042293538135e-36	1.16577349126978e-34	ciRNA	Ptpn4	.	FALSE
chr1:128276105-128281307:+	0.832030445690014	-30	2.21443698271465	-12.6442974979921	1.20294921298863e-36	1.16577349126978e-34	EI-circRNA	Mcm6	circAtlas:mmu-Mcm6_0005	TRUE
chr1:128276106-128281307:-	0.832030445690014	-30	2.21443698271465	-12.6442974979921	1.20294921298863e-36	1.16577349126978e-34	EI-circRNA	Mcm6	circAtlas:mmu-Mcm6_0005	TRUE
chr1:132357171-132362225:+	0.262645836535055	30	2.22359555751293	12.5922179981857	2.33032047767439e-36	1.16577349126978e-34	EI-circRNA	Dstyk	circAtlas:mmu-Dstyk_0005	TRUE
chr1:132357172-132362225:-	0.262645836535055	30	2.22359555751293	12.5922179981857	2.33032047767439e-36	1.16577349126978e-34	EI-circRNA	Dstyk	circAtlas:mmu-Dstyk_0005	TRUE
chr1:133839304-133839457:+	0.0697647835985138	30	2.22343497451256	12.5931274451318	2.30362068841735e-36	1.16577349126978e-34	circRNA	Prelp	.	FALSE
chr1:134762172-134765779:-	0.573409109380202	30	2.21550589200553	12.6381970370901	1.30000794832243e-36	1.16577349126978e-34	EI-circRNA	Ppp1r12b	circAtlas:mmu-Ppp1r12b_0025	TRUE
chr1:134762173-134765779:+	0.573409109380202	30	2.21550589200553	12.6381970370901	1.30000794832243e-36	1.16577349126978e-34	EI-circRNA	Ppp1r12b	circAtlas:mmu-Ppp1r12b_0025	TRUE
chr1:153103256-153107617:-	0.262645836535055	30	2.22359555751293	12.5922179981857	2.33032047767439e-36	1.16577349126978e-34	EI-circRNA	Lamc1	circAtlas:mmu-Lamc1_0014	TRUE
chr1:153103257-153107617:+	0.262645836535055	30	2.22359555751293	12.5922179981857	2.33032047767439e-36	1.16577349126978e-34	EI-circRNA	Lamc1	circAtlas:mmu-Lamc1_0014	TRUE
chr1:162190598-162190773:+	0.248707392380938	30	2.22341980859524	12.5932133426887	2.30111465330508e-36	1.16577349126978e-34	ciRNA	Dnm3	.	FALSE
chr1:162190599-162190773:-	0.248707392380938	30	2.22341980859524	12.5932133426887	2.30111465330508e-36	1.16577349126978e-34	ciRNA	Dnm3	.	FALSE
chr1:165178452-165195074:-	0.262645836535055	30	2.22359555751293	12.5922179981857	2.33032047767439e-36	1.16577349126978e-34	EI-circRNA	Dcaf6	circAtlas:mmu-Dcaf6_0058	TRUE
chr1:165178453-165195074:+	0.262645836535055	30	2.22359555751293	12.5922179981857	2.33032047767439e-36	1.16577349126978e-34	EI-circRNA	Dcaf6	circAtlas:mmu-Dcaf6_0058	TRUE
chr1:176930527-176937304:+	0.174411958996285	30	2.22341622601317	12.5932336340853	2.30052305370022e-36	1.16577349126978e-34	EI-circRNA	Akt3	circAtlas:mmu-Akt3_0056,circAtlas:mmu-Akt3_0111	TRUE
chr1:176930528-176937304:-	0.174411958996285	30	2.22341622601317	12.5932336340853	2.30052305370022e-36	1.16577349126978e-34	EI-circRNA	Akt3	circAtlas:mmu-Akt3_0056,circAtlas:mmu-Akt3_0111	TRUE
chr1:190741746-190747695:+	0.766012169145419	30	2.21921595114315	12.6170686478604	1.70033408216097e-36	1.16577349126978e-34	EI-circRNA	Flvcr1	circAtlas:mmu-Mfsd7b_0003,circBase_lifted:hsa_circ_0016414	TRUE
chr1:190741746-190747695:-	0.766012169145419	30	2.21921595114315	12.6170686478604	1.70033408216097e-36	1.16577349126978e-34	EI-circRNA	Flvcr1	circAtlas:mmu-Mfsd7b_0003,circBase_lifted:hsa_circ_0016414	TRUE
chr1:192783735-192785208:-	0.210116669228044	30	2.22359617024966	12.5922145282595	2.33042293538135e-36	1.16577349126978e-34	intergenic-circRNA	intergenic_chr1:192783735-192785208:-	.	FALSE
chr10:12289680-12317837:+	0.315175003842066	30	2.22359512975808	12.5922204205612	2.33024895401086e-36	1.16577349126978e-34	EI-circRNA	Utrn	circAtlas:mmu-Utrn_0079	TRUE
chr10:12289680-12317837:-	0.315175003842066	30	2.22359512975808	12.5922204205612	2.33024895401086e-36	1.16577349126978e-34	EI-circRNA	Utrn	circAtlas:mmu-Utrn_0079	TRUE
chr10:13861296-13880019:+	0.139529567197028	30	2.22341880709425	12.5932190150864	2.30094925822655e-36	1.16577349126978e-34	EI-circRNA	Hivep2	circAtlas:mmu-ENSMUSG00000015501,ENSMUSG00000097300_0012	TRUE
chr10:13861296-13880019:-	0.139529567197028	30	2.22341880709425	12.5932190150864	2.30094925822655e-36	1.16577349126978e-34	EI-circRNA	Hivep2	circAtlas:mmu-ENSMUSG00000015501,ENSMUSG00000097300_0012	TRUE
chr10:17791121-17791472:+	0.210116669228044	30	2.22359617024966	12.5922145282595	2.33042293538135e-36	1.16577349126978e-34	circRNA	Heca	.	FALSE
chr10:17791121-17791472:-	0.210116669228044	30	2.22359617024966	12.5922145282595	2.33042293538135e-36	1.16577349126978e-34	circRNA	Heca	.	FALSE
chr10:17983416-17990234:+	0.262645836535055	30	2.22359555751293	12.5922179981857	2.33032047767439e-36	1.16577349126978e-34	EI-circRNA	Reps1	.	FALSE
chr10:17983416-17990234:-	0.262645836535055	30	2.22359555751293	12.5922179981857	2.33032047767439e-36	1.16577349126978e-34	EI-circRNA	Reps1	.	FALSE
chr10:23674643-23686843:+	0.827559883139664	-30	2.22210814084476	-12.6006468746186	2.09419883405165e-36	1.16577349126978e-34	EI-circRNA	Slc18b1	circAtlas:mmu-Slc18b1_0002	TRUE
chr10:23674644-23686843:-	0.827559883139664	-30	2.22210814084476	-12.6006468746186	2.09419883405165e-36	1.16577349126978e-34	EI-circRNA	Slc18b1	circAtlas:mmu-Slc18b1_0002	TRUE
chr10:27101193-27101350:+	0.139529567197028	30	2.22341880709425	12.5932190150864	2.30094925822655e-36	1.16577349126978e-34	ciRNA	Lama2	.	FALSE
chr10:27101193-27101350:-	0.139529567197028	30	2.22341880709425	12.5932190150864	2.30094925822655e-36	1.16577349126978e-34	ciRNA	Lama2	.	FALSE
chr10:39618686-39724079:+	0.315175003842066	30	2.22359512975808	12.5922204205612	2.33024895401086e-36	1.16577349126978e-34	EI-circRNA	Rev3l,Gm16210,Gm22105	circAtlas:mmu-Rev3l_0005,circBase_lifted:hsa_circ_0077647	TRUE
chr10:39618687-39724079:-	0.315175003842066	30	2.22359512975808	12.5922204205612	2.33024895401086e-36	1.16577349126978e-34	EI-circRNA	Rev3l,Gm16210,Gm22105	circAtlas:mmu-Rev3l_0005,circBase_lifted:hsa_circ_0077647	TRUE
chr10:41772018-41774421:-	0.174411958996285	30	2.22341622601317	12.5932336340853	2.30052305370022e-36	1.16577349126978e-34	EI-circRNA	Sesn1	circAtlas:mmu-Sesn1_0008	TRUE
chr10:41772019-41774421:+	0.174411958996285	30	2.22341622601317	12.5932336340853	2.30052305370022e-36	1.16577349126978e-34	EI-circRNA	Sesn1	circAtlas:mmu-Sesn1_0008	TRUE
chr10:42691051-42699975:+	0.262645836535055	30	2.22359555751293	12.5922179981857	2.33032047767439e-36	1.16577349126978e-34	EI-circRNA	Sec63	circAtlas:mmu-Sec63_0042	TRUE
chr10:42691051-42699975:-	0.262645836535055	30	2.22359555751293	12.5922179981857	2.33032047767439e-36	1.16577349126978e-34	EI-circRNA	Sec63	circAtlas:mmu-Sec63_0042	TRUE
chr10:45481605-45562829:+	0.104647175397771	30	2.22342362004403	12.5931917550851	2.30174421006887e-36	1.16577349126978e-34	EI-circRNA	Hace1	circAtlas:mmu-Hace1_0029,circBase_lifted:hsa_circ_0077504	TRUE
chr10:45481605-45562829:-	0.104647175397771	30	2.22342362004403	12.5931917550851	2.30174421006887e-36	1.16577349126978e-34	EI-circRNA	Hace1	circAtlas:mmu-Hace1_0029,circBase_lifted:hsa_circ_0077504	TRUE
chr10:59848283-59849596:+	0.174411958996285	30	2.22341622601317	12.5932336340853	2.30052305370022e-36	1.16577349126978e-34	EI-circRNA	Ascc1	circAtlas:mmu-Ascc1_0003,circBase_lifted:hsa_circ_0018736	TRUE
chr10:59848283-59849596:-	0.174411958996285	30	2.22341622601317	12.5932336340853	2.30052305370022e-36	1.16577349126978e-34	EI-circRNA	Ascc1	circAtlas:mmu-Ascc1_0003,circBase_lifted:hsa_circ_0018736	TRUE
chr10:60135561-60135837:+	0.139529567197028	30	2.22341880709425	12.5932190150864	2.30094925822655e-36	1.16577349126978e-34	circRNA	Psap	.	FALSE
chr10:60135561-60135837:-	0.139529567197028	30	2.22341880709425	12.5932190150864	2.30094925822655e-36	1.16577349126978e-34	circRNA	Psap	.	FALSE
chr10:68019493-68019888:+	0.139529567197028	30	2.22341880709425	12.5932190150864	2.30094925822655e-36	1.16577349126978e-34	ciRNA	Gm51770,Arid5b	.	FALSE
chr10:75750897-75752745:-	0.174411958996285	30	2.22341622601317	12.5932336340853	2.30052305370022e-36	1.16577349126978e-34	EI-circRNA	Smarcb1	circAtlas:mmu-Smarcb1_0001,circBase_lifted:hsa_circ_0004208	TRUE
chr10:75750898-75752745:+	0.174411958996285	30	2.22341622601317	12.5932336340853	2.30052305370022e-36	1.16577349126978e-34	EI-circRNA	Smarcb1	circAtlas:mmu-Smarcb1_0001,circBase_lifted:hsa_circ_0004208	TRUE
chr10:79960635-79963934:-	0.174411958996285	30	2.22341622601317	12.5932336340853	2.30052305370022e-36	1.16577349126978e-34	EI-circRNA	Stk11	circAtlas:mmu-Stk11_0005,circBase_lifted:hsa_circ_0008690	TRUE
chr10:79960636-79963934:+	0.174411958996285	30	2.22341622601317	12.5932336340853	2.30052305370022e-36	1.16577349126978e-34	EI-circRNA	Stk11	circAtlas:mmu-Stk11_0005,circBase_lifted:hsa_circ_0008690	TRUE
chr10:80170317-80173319:+	0.210116669228044	30	2.22359617024966	12.5922145282595	2.33042293538135e-36	1.16577349126978e-34	partially_intergenic-circRNA	Reep6	.	FALSE
chr10:80170317-80173319:-	0.210116669228044	30	2.22359617024966	12.5922145282595	2.33042293538135e-36	1.16577349126978e-34	partially_intergenic-circRNA	Reep6	.	FALSE
chr10:86529778-86531406:+	0.210116669228044	30	2.22359617024966	12.5922145282595	2.33042293538135e-36	1.16577349126978e-34	EI-circRNA	Hsp90b1	.	FALSE
chr10:86529778-86531406:-	0.210116669228044	30	2.22359617024966	12.5922145282595	2.33042293538135e-36	1.16577349126978e-34	EI-circRNA	Hsp90b1	.	FALSE
chr10:92651743-92714474:+	0.104647175397771	30	2.22342362004403	12.5931917550851	2.30174421006887e-36	1.16577349126978e-34	EI-circRNA	Cfap54	circAtlas:mmu-4930485B16Rik_0003,circAtlas:mmu-4930485B16Rik_0007	TRUE
chr10:92651743-92714474:-	0.104647175397771	30	2.22342362004403	12.5931917550851	2.30174421006887e-36	1.16577349126978e-34	EI-circRNA	Cfap54	circAtlas:mmu-4930485B16Rik_0003,circAtlas:mmu-4930485B16Rik_0007	TRUE
chr10:93963231-93970981:+	0.174411958996285	30	2.22341622601317	12.5932336340853	2.30052305370022e-36	1.16577349126978e-34	EI-circRNA	Fgd6	.	FALSE
chr10:93963231-93970981:-	0.174411958996285	30	2.22341622601317	12.5932336340853	2.30052305370022e-36	1.16577349126978e-34	EI-circRNA	Fgd6	.	FALSE
chr10:98822752-98832844:-	1.4063800134377	-30	2.21942675827353	-12.6158702447027	1.72639979547646e-36	1.16577349126978e-34	EI-circRNA	Atp2b1	circAtlas:mmu-Atp2b1_0019,circAtlas:mmu-Atp2b1_0062	TRUE
chr10:98822753-98832844:+	1.4063800134377	-30	2.21942675827353	-12.6158702447027	1.72639979547646e-36	1.16577349126978e-34	EI-circRNA	Atp2b1	circAtlas:mmu-Atp2b1_0019,circAtlas:mmu-Atp2b1_0062	TRUE
chr10:99887707-99887821:+	0.209294350795541	30	2.22341467025254	12.5932424457826	2.30026619402817e-36	1.16577349126978e-34	circRNA	Kitl	.	FALSE
chr10:99887708-99887821:-	0.209294350795541	30	2.22341467025254	12.5932424457826	2.30026619402817e-36	1.16577349126978e-34	circRNA	Kitl	.	FALSE
chr10:110052562-110052971:+	0.3139771708801	30	2.22151737229611	12.6039977671027	2.00707690559425e-36	1.16577349126978e-34	circRNA	Nav3	circAtlas:mmu-Nav3_0002	TRUE
chr10:110052562-110052971:-	0.3139771708801	30	2.22151737229611	12.6039977671027	2.00707690559425e-36	1.16577349126978e-34	circRNA	Nav3	circAtlas:mmu-Nav3_0002	TRUE
chr10:128174182-128174399:-	0.210116669228044	30	2.22359617024966	12.5922145282595	2.33042293538135e-36	1.16577349126978e-34	EI-circRNA	Cs	.	FALSE
chr10:128174183-128174399:+	0.210116669228044	30	2.22359617024966	12.5922145282595	2.33042293538135e-36	1.16577349126978e-34	EI-circRNA	Cs	.	FALSE
chr10:128185621-128189080:+	0.315175003842066	30	2.22359512975808	12.5922204205612	2.33024895401086e-36	1.16577349126978e-34	EI-circRNA	Cs	circAtlas:mmu-Cs_0006,circBase_lifted:hsa_circ_0026983	TRUE
chr10:128185621-128189080:-	0.315175003842066	30	2.22359512975808	12.5922204205612	2.33024895401086e-36	1.16577349126978e-34	EI-circRNA	Cs	circAtlas:mmu-Cs_0006,circBase_lifted:hsa_circ_0026983	TRUE
chr11:3608671-3628621:-	0.420233338456088	30	2.22359457146303	12.5922235821871	2.33015560633514e-36	1.16577349126978e-34	EI-circRNA	Morc2a	circAtlas:mmu-Morc2a_0008,circBase_lifted:hsa_circ_0062863,circBase_lifted:hsa_circ_0062864,circBase_lifted:hsa_circ_0062865,circBase_lifted:hsa_circ_0062867,circBase_lifted:hsa_circ_0062868	TRUE
chr11:3608672-3628621:+	0.420233338456088	30	2.22359457146303	12.5922235821871	2.33015560633514e-36	1.16577349126978e-34	EI-circRNA	Morc2a	circAtlas:mmu-Morc2a_0008,circBase_lifted:hsa_circ_0062863,circBase_lifted:hsa_circ_0062864,circBase_lifted:hsa_circ_0062865,circBase_lifted:hsa_circ_0062867,circBase_lifted:hsa_circ_0062868	TRUE
