	logFC	logCPM	LR	PValue	DE	FDR	type	gene	databases	has_db
chr5:87934477-87936421:-	-4.99882414421232	-2.87616204601207	11.7564317420314	0.000606333528052755	0	0.3502402942952	EI-circRNA	Csn1s2a	.	TRUE
chr5:87934479-87936423:-	-4.55438041798511	-3.15273449926567	10.8542369093142	0.000985699723180032	0	0.463530089504562	EI-circRNA	Csn1s2a	.	TRUE
chr4:150584460-150594495:+	2.5901313930662	-4.28457709383978	10.4171895730611	0.00124847743308642	0	0.463530089504562	EI-circRNA	Rere	circAtlas:mmu-Rere_0006,circBase:mm9_circ_000398,circBase_lifted:hsa_circ_0009580	FALSE
chr15:103471191-103471437:+	-4.27098470850539	-3.31047909953155	10.2166722705095	0.00139176741725706	0	0.463530089504562	circRNA	Glycam1	.	TRUE
chr2:52171476-52196645:-	2.35177259317116	-3.86387350104776	9.80586595201385	0.00173956105329961	0	0.463530089504562	EI-circRNA	Neb,4930573O16Rik	.	TRUE
chr17:40158209-40158981:+	-4.17483443751502	-3.27947199977757	9.13852355042766	0.00250282988770574	0	0.463530089504562	circRNA	Rn18s-rs5,Gm26917,AY036118	.	TRUE
chr5:87925916-87926842:-	-3.85391978879415	-3.508354961907	8.95208663886694	0.00277152828434481	0	0.463530089504562	EI-circRNA	Csn1s2a	.	TRUE
chr5:87934478-87936419:-	-3.80075073952112	-3.55665058802937	8.83808796639019	0.00295008053285215	0	0.463530089504562	EI-circRNA	Csn1s2a	.	TRUE
chr10:76554207-76554839:+	2.39651971667647	-4.03674613746651	8.68940171595609	0.00320065668606118	0	0.463530089504562	EI-circRNA	Col6a1	circAtlas:mmu-Col6a1_0004	FALSE
chr10:33313714-33323028:-	2.50084137090658	-4.24337197428396	8.61240770166154	0.00333880648860251	0	0.463530089504562	EI-circRNA	Trdn	.	TRUE
chr11:78239042-78239944:-	2.02551493502565	-4.31577692506263	8.56179048313804	0.00343291631907134	0	0.463530089504562	EI-circRNA	Unc119	.	TRUE
chr5:143469981-143470107:-	2.02551493502565	-4.31577692506263	8.56179048313804	0.00343291631907134	0	0.463530089504562	circRNA	Daglb	circBase_lifted:hsa_circ_0079361	FALSE
chr8:122855662-122855881:-	2.02551493502565	-4.31577692506263	8.56179048313804	0.00343291631907134	0	0.463530089504562	ciRNA	Zfp469	.	TRUE
chr16:33562778-33581206:-	2.00142516529097	-4.31652902537203	8.49656569088778	0.00355817454092263	0	0.463530089504562	EI-circRNA	Heg1	.	TRUE
chr3:51156503-51156749:-	2.00142516529097	-4.31652902537203	8.49656569088778	0.00355817454092263	0	0.463530089504562	ciRNA	Noct	circAtlas:mmu-Ccrn4l_0004	FALSE
chrX:74155553-74155871:+	2.00142516529097	-4.31652902537203	8.49656569088778	0.00355817454092263	0	0.463530089504562	EI-circRNA	Mpp1	circAtlas:mmu-Mpp1_0003,circAtlas:mmu-Mpp1_0001,circAtlas:mmu-Mpp1_0004	FALSE
chr10:33059980-33062696:-	1.99705716432615	-4.31666384718482	8.48468264762777	0.00358149049217959	0	0.463530089504562	EI-circRNA	Trdn	circAtlas:mmu-Trdn_0033	FALSE
chr13:55182702-55208155:+	1.99705716432615	-4.31666384718482	8.48468264762777	0.00358149049217959	0	0.463530089504562	EI-circRNA	Uimc1	circAtlas:mmu-Uimc1_0005,circAtlas:mmu-Uimc1_0035	FALSE
chr15:100016798-100017233:-	1.99705716432615	-4.31666384718482	8.48468264762777	0.00358149049217959	0	0.463530089504562	ciRNA	Dip2b	.	TRUE
chr1:119669085-119693652:-	1.99705716432615	-4.31666384718482	8.48468264762777	0.00358149049217959	0	0.463530089504562	EI-circRNA	Ptpn4	circAtlas:mmu-Ptpn4_0061,circAtlas:mmu-Ptpn4_0015,circAtlas:mmu-Ptpn4_0006,circAtlas:mmu-Ptpn4_0022,circAtlas:mmu-Ptpn4_0130,circBase_lifted:hsa_circ_0056242	FALSE
chr2:76568659-76569181:+	1.99705716432615	-4.31666384718482	8.48468264762777	0.00358149049217959	0	0.463530089504562	circRNA	Ttn	.	TRUE
chr3:51881014-51881180:+	1.99705716432615	-4.31666384718482	8.48468264762777	0.00358149049217959	0	0.463530089504562	ciRNA	Maml3	circAtlas:mmu-Maml3_0014	FALSE
chr6:4619289-4625555:+	1.99705716432615	-4.31666384718482	8.48468264762777	0.00358149049217959	0	0.463530089504562	EI-circRNA	Casd1	circAtlas:mmu-Casd1_0005	FALSE
chr7:102070679-102075279:-	1.99705716432615	-4.31666384718482	8.48468264762777	0.00358149049217959	0	0.463530089504562	EI-circRNA	Stim1	circAtlas:mmu-Stim1_0017,circAtlas:mmu-Stim1_0009,circAtlas:mmu-Stim1_0006	FALSE
chr5:41855733-41855821:+	1.98693760244768	-4.31697213017329	8.45682663419701	0.00363675820148858	0	0.463530089504562	EI-circRNA	Rab28	.	TRUE
chr10:8656283-8665365:-	1.97242144079928	-4.31741532198344	8.4173382354898	0.00371659503322523	0	0.463530089504562	EI-circRNA	Sash1	circAtlas:mmu-Sash1_0003	FALSE
chr2:146266585-146266744:+	1.97242144079928	-4.31741532198344	8.4173382354898	0.00371659503322523	0	0.463530089504562	circRNA	Ralgapa2	.	TRUE
chr3:138666645-138666788:+	1.97242144079928	-4.31741532198344	8.4173382354898	0.00371659503322523	0	0.463530089504562	ciRNA	Rap1gds1	circAtlas:mmu-Rap1gds1_0024	FALSE
chr6:99640050-99640187:+	1.97242144079928	-4.31741532198344	8.4173382354898	0.00371659503322523	0	0.463530089504562	ciRNA	Eif4e3	.	TRUE
chr18:5627138-5641517:-	1.97134568702924	-4.317440805559	8.41355702982074	0.00372433271034248	0	0.463530089504562	EI-circRNA	Zeb1	circAtlas:mmu-Zeb1_0046,circAtlas:mmu-Zeb1_0015,circAtlas:mmu-Zeb1_0039,circAtlas:mmu-Zeb1_0066	FALSE
chr12:111508586-111508744:-	1.95233880835132	-4.31801247272132	8.36152263790733	0.00383249299213892	0	0.463530089504562	circRNA	Eif5	circAtlas:mmu-Eif5_0014,circAtlas:mmu-Eif5_0022,circAtlas:mmu-Eif5_0028	FALSE
chr15:80141245-80141613:-	1.95233880835132	-4.31801247272132	8.36152263790733	0.00383249299213892	0	0.463530089504562	circRNA	Atf4	.	TRUE
chr11:68692439-68693110:-	1.94553811036061	-4.3182180371201	8.34322379459631	0.00387128443213591	0	0.463530089504562	EI-circRNA	Myh10	.	TRUE
chr2:76557729-76568075:+	1.94553811036061	-4.3182180371201	8.34322379459631	0.00387128443213591	0	0.463530089504562	EI-circRNA	Ttn	.	TRUE
chr3:89353099-89353456:+	1.94553811036061	-4.3182180371201	8.34322379459631	0.00387128443213591	0	0.463530089504562	EI-circRNA	Pbxip1	circAtlas:mmu-Pbxip1_0005	FALSE
chrX:35239791-35241222:+	1.94553811036061	-4.3182180371201	8.34322379459631	0.00387128443213591	0	0.463530089504562	EI-circRNA	Dock11	circAtlas:mmu-Dock11_0038	FALSE
chr2:76662445-76662528:+	1.9388692989986	-4.31841390394939	8.32468085596357	0.00391100087670037	0	0.463530089504562	EI-circRNA	Ttn	.	TRUE
chr16:31837479-31837617:+	1.93219321794614	-4.31860978887878	8.30619129182752	0.0039510158203393	0	0.463530089504562	circRNA	Pak2	circAtlas:mmu-Pak2_0018	FALSE
chr19:44385233-44385953:+	1.93219321794614	-4.31860978887878	8.30619129182752	0.0039510158203393	0	0.463530089504562	circRNA	Scd1	.	TRUE
chr19:44922551-44936491:-	1.93219321794614	-4.31860978887878	8.30619129182752	0.0039510158203393	0	0.463530089504562	EI-circRNA	Gm25482,Slf2	circAtlas:mmu-Fam178a_0028,circAtlas:mmu-Fam178a_0005,circAtlas:mmu-Fam178a_0004,circAtlas:mmu-Fam178a_0037	FALSE
chr10:33342422-33344190:-	2.27870239387585	-4.29773523759199	7.88944176413566	0.00497242095619591	0	0.463530089504562	EI-circRNA	Trdn	circAtlas:mmu-Trdn_0022,circAtlas:mmu-Trdn_0089	FALSE
chr14:4634850-4635051:+	2.28148597526116	-4.29435601397664	7.87526911886676	0.00501154127834172	0	0.463530089504562	ciRNA	Thrb	circAtlas:mmu-Thrb_0023	FALSE
chr10:33313714-33323028:+	2.33922208676401	-4.06599500519491	7.82194377544015	0.0051615653623416	0	0.463530089504562	EI-circRNA	Trdn	.	TRUE
chr17:79957731-79989111:+	2.22929348891667	-4.29531878220121	7.68464725847337	0.00556925644588107	0	0.463530089504562	EI-circRNA	Gm33006,Rmdn2	circAtlas:mmu-Rmdn2_0003	FALSE
chr9:22555041-22590360:+	2.22625812974553	-4.29480654009415	7.67181423529203	0.00560900330539516	0	0.463530089504562	EI-circRNA	Gm16165,Bbs9	circAtlas:mmu-Bbs9_0016,circAtlas:mmu-Bbs9_0044,circAtlas:mmu-Bbs9_0032,circAtlas:mmu-Bbs9_0094,circBase:mm9_circ_006404,circBase_lifted:hsa_circ_0079812,circBase_lifted:hsa_circ_0079813	FALSE
chr10:33340554-33344190:-	2.45811471937189	-4.17522132136464	7.62638683055539	0.00575204214773106	0	0.463530089504562	EI-circRNA	Trdn	circAtlas:mmu-Trdn_0077	FALSE
chr2:76627957-76628212:+	2.4535495388712	-4.1783384018357	7.58124450779896	0.00589787074759177	0	0.463530089504562	EI-circRNA	Ttn	circAtlas:mmu-Ttn_0264,circAtlas:mmu-Ttn_0128	FALSE
chr5:87925916-87929747:+	-3.46988442015835	-3.70163042706263	7.49098007307002	0.00620087983137593	0	0.463530089504562	EI-circRNA	Csn1s2a	.	TRUE
chr10:76554207-76554839:-	2.1917653115546	-4.04691766492171	7.01805606562395	0.00806917877410648	0	0.463530089504562	EI-circRNA	Col6a1	circAtlas:mmu-Col6a1_0004	FALSE
chr5:87817372-87821139:-	-5.57169045938203	-2.46661332129979	6.81485451692613	0.00904026683137656	0	0.463530089504562	EI-circRNA	Csn1s1	.	TRUE
chr13:34102723-34115629:-	2.3510175332363	-4.23042318962701	6.79777456797287	0.0091271568710553	0	0.463530089504562	EI-circRNA	Serpinb6a	circAtlas:mmu-Serpinb6a_0003,circAtlas:mmu-Serpinb6a_0013,circBase_lifted:hsa_circ_0075474	FALSE
chr9:66935393-66936968:+	-3.59228683807367	-2.95793181228138	6.60591544140797	0.0101640536200882	0	0.463530089504562	EI-circRNA	Tpm1	circAtlas:mmu-Tpm1_0017,circAtlas:mmu-Tpm1_0041,circAtlas:mmu-Tpm1_0042,circAtlas:mmu-Tpm1_0018,circAtlas:mmu-Tpm1_0035	FALSE
chr2:76693618-76693869:+	1.82090057270872	-3.56563894796664	6.36340420659009	0.0116497819206141	0	0.463530089504562	EI-circRNA	Ttn	.	TRUE
chr5:87927862-87929747:-	-3.10938048658114	-3.82943095354874	6.13014807700684	0.0132895740085577	0	0.463530089504562	EI-circRNA	Csn1s2a	.	TRUE
chr15:77651818-77653240:-	2.22815282192943	-4.16586013970104	6.05574641149164	0.0138611153070353	0	0.463530089504562	EI-circRNA	Myh9	.	TRUE
chr5:87927862-87929747:+	-3.08400009245907	-3.83752847523708	6.03375778197088	0.0140348237114543	0	0.463530089504562	EI-circRNA	Csn1s2a	.	TRUE
chr5:87842435-87842565:+	-3.08127654476693	-3.83782302579763	6.02364776124396	0.0141154422008118	0	0.463530089504562	circRNA	Csn2	.	TRUE
chr5:87828748-87830117:-	-3.0145402883463	-3.85245326299679	5.77892821041189	0.0162194287872083	0	0.463530089504562	EI-circRNA	Csn1s1	.	TRUE
chr11:67149930-67150157:-	2.11052084576789	-4.24941988125675	5.6482006462344	0.0174732926766654	0	0.463530089504562	EI-circRNA	Myh4	.	TRUE
chr2:76688248-76689890:+	-2.9017598285563	-3.87482630115487	5.37865667091364	0.0203845680194232	0	0.463530089504562	EI-circRNA	Ttn	.	TRUE
chr2:92044394-92061069:-	2.09281885311497	-4.1559687959206	5.27363788538724	0.0216507210240228	0	0.463530089504562	EI-circRNA	Phf21a	circAtlas:mmu-Phf21a_0029,circAtlas:mmu-Phf21a_0041,circAtlas:mmu-Phf21a_0033,circAtlas:mmu-Phf21a_0060,circAtlas:mmu-Phf21a_0056,circBase:mm9_circ_006097,circBase_lifted:hsa_circ_0000296	FALSE
chr10:75667866-75668360:+	-2.94986518699177	-3.87604829314875	5.27159138011889	0.0216761879323862	0	0.463530089504562	EI-circRNA	Gstt2	.	TRUE
chr11:67147232-67147962:-	2.08375790089176	-4.24159323176884	5.15923024637492	0.0231231433911044	0	0.463530089504562	EI-circRNA	Myh4	.	TRUE
chr17:24039875-24040025:-	1.84927268458945	-4.30823915602089	5.09751031158704	0.0239602105431565	0	0.463530089504562	circRNA	Srrm2	circAtlas:mmu-Srrm2_0035	FALSE
chr16:43179111-43179269:-	1.85060385076315	-4.30616165179708	5.08999767334775	0.0240642239493247	0	0.463530089504562	ciRNA	Gm9968,Zbtb20	.	TRUE
chr10:20835939-20839013:-	1.83874005487982	-4.30847055458155	5.07073261298693	0.0243330975959376	0	0.463530089504562	EI-circRNA	Ahi1	circAtlas:mmu-Ahi1_0031,circAtlas:mmu-Ahi1_0040,circAtlas:mmu-Ahi1_0075	FALSE
chr6:124891371-124891673:-	1.6956811517178	-3.71852498621872	5.06619849378926	0.0243968301875765	0	0.463530089504562	EI-circRNA	Ptms	circAtlas:mmu-Ptms_0015,circAtlas:mmu-Ptms_0021,circAtlas:mmu-Ptms_0012,circAtlas:mmu-Ptms_0011,circAtlas:mmu-Ptms_0007,circAtlas:mmu-Ptms_0014,circAtlas:mmu-Ptms_0018,circAtlas:mmu-Ptms_0035	FALSE
chr14:47947076-47947261:-	1.83327265583826	-4.30781061573943	5.05203901395168	0.0245969765130174	0	0.463530089504562	ciRNA	Ktn1	.	TRUE
chr12:55723655-55723888:+	1.8378308872832	-4.30414301552562	5.05145495731416	0.0246052687425791	0	0.463530089504562	circRNA	Ralgapa1	.	TRUE
chr4:135052544-135054457:+	1.83464708673291	-4.30356158131267	5.04243618172588	0.0247336831013345	0	0.463530089504562	EI-circRNA	Srrm1	circAtlas:mmu-Srrm1_0015,circAtlas:mmu-Srrm1_0041,circAtlas:mmu-Srrm1_0007	FALSE
chr3:94369141-94369442:+	1.82536613994411	-4.30674612154865	5.02646100497532	0.0249628568720589	0	0.463530089504562	intergenic-circRNA	intergenic_chr3:94369141-94369442:+	circAtlas:mmu-intergenic_022458	FALSE
chr13:102904896-102905058:+	1.82480715657954	-4.30666536175691	5.02471432955642	0.0249880473479667	0	0.463530089504562	ciRNA	Mast4	.	TRUE
chr6:122704903-122705114:+	1.81334220197654	-4.30975810549827	5.01064798810789	0.0251918760924899	0	0.463530089504562	circRNA	Slc2a3	circAtlas:mmu-Slc2a3_0004	FALSE
chr9:64971188-64973724:-	1.81039569626491	-4.30942840105559	5.00020362147363	0.0253443368266917	0	0.463530089504562	EI-circRNA	Dpp8	circAtlas:mmu-Dpp8_0018	FALSE
chr16:44916357-44916496:-	1.81358672315865	-4.30574230312305	4.99304314729138	0.0254494146122145	0	0.463530089504562	circRNA	Ccdc80	.	TRUE
chr4:43519227-43519506:-	-2.7875200540449	-3.92857613300047	4.97504871065261	0.0257154795886239	0	0.463530089504562	EI-circRNA	Tpm2	circAtlas:mmu-Tpm2_0016	FALSE
chr5:87934479-87936420:-	-2.58601343613689	-3.50525445548941	4.95711986983514	0.0259834494481419	0	0.463530089504562	EI-circRNA	Csn1s2a	.	TRUE
chr5:87929622-87929747:-	-2.77705288606732	-3.93354627556972	4.94652231784232	0.0261432063523903	0	0.463530089504562	circRNA	Csn1s2a	.	TRUE
chr19:8993110-8993294:-	1.78408240621809	-4.30818988442036	4.92346310204659	0.0264943582076354	0	0.463530089504562	EI-circRNA	Ahnak	.	TRUE
chr8:13527044-13527166:+	1.67359876982335	-3.19922643080181	4.91414782086163	0.0266376006698033	0	0.463530089504562	EI-circRNA	Tmem255b,Gas6	.	TRUE
chrX:101629683-101629817:+	1.76972891687105	-4.30955997322542	4.89122771119553	0.0269934844216041	0	0.463530089504562	circRNA	Phka1	.	TRUE
chr11:120434102-120434256:+	1.76259442217049	-4.30858899438464	4.86852401562225	0.0273508841638126	0	0.463530089504562	circRNA	Mcrip1	circAtlas:mmu-Fam195b_0001	FALSE
chr11:67105407-67106128:-	1.7513719579875	-4.30810028904881	4.83787951064063	0.027841109406647	0	0.463530089504562	EI-circRNA	Myh1	.	TRUE
chr11:22101112-22119062:+	1.74132536965339	-4.30637496939092	4.80914418529936	0.0283091009291838	0	0.463530089504562	EI-circRNA	Ehbp1	circAtlas:mmu-Ehbp1_0061,circAtlas:mmu-Ehbp1_0064,circAtlas:mmu-Ehbp1_0074,circAtlas:mmu-Ehbp1_0032,circBase_lifted:hsa_circ_0006819	FALSE
chr2:67343861-67344009:-	1.93335481318003	-4.27104627897893	4.75557113059704	0.0292035997987162	0	0.463530089504562	circRNA	Xirp2	.	TRUE
chr10:120012136-120018613:-	1.33488103024913	-4.32842810864182	4.59321905879682	0.0320986748134878	0	0.463530089504562	EI-circRNA	Irak3,Gm34545	circAtlas:mmu-Irak3_0003,circBase_lifted:hsa_circ_0000414	FALSE
chr10:127924997-127925981:-	1.33488103024913	-4.32842810864182	4.59321905879682	0.0320986748134878	0	0.463530089504562	EI-circRNA	Atp5f1b	circAtlas:mmu-Atp5b_0044,circAtlas:mmu-Atp5b_0016,circAtlas:mmu-Atp5b_0034,circAtlas:mmu-Atp5b_0052,circAtlas:mmu-Atp5b_0053,circAtlas:mmu-Atp5b_0061	FALSE
chr10:68021856-68022086:-	1.33488103024913	-4.32842810864182	4.59321905879682	0.0320986748134878	0	0.463530089504562	EI-circRNA	Gm51770,Arid5b	circAtlas:mmu-Arid5b_0009,circBase_lifted:hsa_circ_0018453	FALSE
chr10:75148699-75148857:-	1.33488103024913	-4.32842810864182	4.59321905879682	0.0320986748134878	0	0.463530089504562	intergenic-circRNA	intergenic_chr10:75148699-75148857:-	.	TRUE
chr11:29161651-29161790:-	1.33488103024913	-4.32842810864182	4.59321905879682	0.0320986748134878	0	0.463530089504562	circRNA	Ppp4r3b	circAtlas:mmu-Smek2_0022	FALSE
chr11:57404068-57405117:+	1.33488103024913	-4.32842810864182	4.59321905879682	0.0320986748134878	0	0.463530089504562	EI-circRNA	Fam114a2	circAtlas:mmu-Fam114a2_0013,circAtlas:mmu-Fam114a2_0016,circBase_lifted:hsa_circ_0007691,circBase_lifted:hsa_circ_0001546	FALSE
chr11:67146744-67147069:+	1.33488103024913	-4.32842810864182	4.59321905879682	0.0320986748134878	0	0.463530089504562	EI-circRNA	Myh4	.	TRUE
chr11:84946592-84972075:-	1.33488103024913	-4.32842810864182	4.59321905879682	0.0320986748134878	0	0.463530089504562	EI-circRNA	Gm9365,Usp32	circAtlas:mmu-Usp32_0053,circBase_lifted:hsa_circ_0044949	FALSE
chr12:16618391-16618520:+	1.33488103024913	-4.32842810864182	4.59321905879682	0.0320986748134878	0	0.463530089504562	circRNA	Lpin1	.	TRUE
chr12:24928190-24932793:-	1.33488103024913	-4.32842810864182	4.59321905879682	0.0320986748134878	0	0.463530089504562	EI-circRNA	Mboat2	circAtlas:mmu-Mboat2_0001,circBase:mm9_circ_018655,circBase_lifted:hsa_circ_0007334	FALSE
chr13:17836804-17847187:+	1.33488103024913	-4.32842810864182	4.59321905879682	0.0320986748134878	0	0.463530089504562	EI-circRNA	Sugct	circAtlas:mmu-Sugct_0007	FALSE
chr14:22234904-22235123:-	1.33488103024913	-4.32842810864182	4.59321905879682	0.0320986748134878	0	0.463530089504562	ciRNA	Lrmda	.	TRUE
chr14:34264451-34266274:+	1.33488103024913	-4.32842810864182	4.59321905879682	0.0320986748134878	0	0.463530089504562	EI-circRNA	Ldb3	.	TRUE
chr15:75930867-75939389:+	1.33488103024913	-4.32842810864182	4.59321905879682	0.0320986748134878	0	0.463530089504562	EI-circRNA	Scrib,Mir6952	.	TRUE
chr15:99064960-99072332:+	1.33488103024913	-4.32842810864182	4.59321905879682	0.0320986748134878	0	0.463530089504562	EI-circRNA	Spats2	circAtlas:mmu-Spats2_0022	FALSE
chr16:17676376-17677316:+	1.33488103024913	-4.32842810864182	4.59321905879682	0.0320986748134878	0	0.463530089504562	EI-circRNA	Dgcr2	circAtlas:mmu-ENSMUSG00000092470,ENSMUSG00000003166_0001	FALSE
chr16:36789670-36789830:+	1.33488103024913	-4.32842810864182	4.59321905879682	0.0320986748134878	0	0.463530089504562	circRNA	Fbxo40	circAtlas:mmu-Fbxo40_0004	FALSE
chr16:43243742-43244455:-	1.33488103024913	-4.32842810864182	4.59321905879682	0.0320986748134878	0	0.463530089504562	ciRNA	Zbtb20	.	TRUE
chr17:32369611-32370553:+	1.33488103024913	-4.32842810864182	4.59321905879682	0.0320986748134878	0	0.463530089504562	EI-circRNA	Notch3	.	TRUE
chr17:47088680-47088891:+	1.33488103024913	-4.32842810864182	4.59321905879682	0.0320986748134878	0	0.463530089504562	ciRNA	Rpl7l1	.	TRUE
chr17:74204677-74204805:+	1.33488103024913	-4.32842810864182	4.59321905879682	0.0320986748134878	0	0.463530089504562	circRNA	Xdh	.	TRUE
chr19:34219071-34220867:+	1.33488103024913	-4.32842810864182	4.59321905879682	0.0320986748134878	0	0.463530089504562	EI-circRNA	Acta2	circAtlas:mmu-Acta2_0005,circAtlas:mmu-Acta2_0008	FALSE
chr19:55816691-55829226:-	1.33488103024913	-4.32842810864182	4.59321905879682	0.0320986748134878	0	0.463530089504562	ciRNA	Tcf7l2	.	TRUE
chr1:59740044-59749811:-	1.33488103024913	-4.32842810864182	4.59321905879682	0.0320986748134878	0	0.463530089504562	EI-circRNA	Nop58,Gm26287,Snord11	.	TRUE
chr2:128520209-128521443:+	1.33488103024913	-4.32842810864182	4.59321905879682	0.0320986748134878	0	0.463530089504562	EI-circRNA	Anapc1	circAtlas:mmu-Anapc1_0047	FALSE
chr2:180877309-180877384:+	1.33488103024913	-4.32842810864182	4.59321905879682	0.0320986748134878	0	0.463530089504562	circRNA	Helz2	.	TRUE
chr2:52115636-52116565:+	1.33488103024913	-4.32842810864182	4.59321905879682	0.0320986748134878	0	0.463530089504562	EI-circRNA	Neb	.	TRUE
chr2:52157706-52157813:+	1.33488103024913	-4.32842810864182	4.59321905879682	0.0320986748134878	0	0.463530089504562	circRNA	Neb	.	TRUE
chr2:52202044-52202862:+	1.33488103024913	-4.32842810864182	4.59321905879682	0.0320986748134878	0	0.463530089504562	ciRNA	Neb,4930573O16Rik	.	TRUE
chr2:52209690-52215070:+	1.33488103024913	-4.32842810864182	4.59321905879682	0.0320986748134878	0	0.463530089504562	EI-circRNA	Neb	.	TRUE
chr2:59096732-59096844:-	1.33488103024913	-4.32842810864182	4.59321905879682	0.0320986748134878	0	0.463530089504562	EI-circRNA	Pkp4	circBase_lifted:hsa_circ_0056777	FALSE
chr2:61443995-61458183:+	1.33488103024913	-4.32842810864182	4.59321905879682	0.0320986748134878	0	0.463530089504562	EI-circRNA	Tank	circAtlas:mmu-Tank_0010,circAtlas:mmu-Tank_0015,circAtlas:mmu-Tank_0014,circBase:mm9_circ_015389,circBase_lifted:hsa_circ_0005227	FALSE
chr3:10483249-10485910:+	1.33488103024913	-4.32842810864182	4.59321905879682	0.0320986748134878	0	0.463530089504562	EI-circRNA	Snx16	.	TRUE
chr3:20117982-20130748:-	1.33488103024913	-4.32842810864182	4.59321905879682	0.0320986748134878	0	0.463530089504562	EI-circRNA	Hltf	circAtlas:mmu-Hltf_0031,circAtlas:mmu-Hltf_0057	FALSE
chr3:32477797-32477941:-	1.33488103024913	-4.32842810864182	4.59321905879682	0.0320986748134878	0	0.463530089504562	ciRNA	Pik3ca	.	TRUE
chr3:88891433-88891986:-	1.33488103024913	-4.32842810864182	4.59321905879682	0.0320986748134878	0	0.463530089504562	circRNA	Ash1l	.	TRUE
chr4:43903971-43905131:-	1.33488103024913	-4.32842810864182	4.59321905879682	0.0320986748134878	0	0.463530089504562	ciRNA	Reck	circAtlas:mmu-Reck_0033	FALSE
chr4:74113556-74115838:-	1.33488103024913	-4.32842810864182	4.59321905879682	0.0320986748134878	0	0.463530089504562	ciRNA	Frmd3	circAtlas:mmu-Frmd3_0009,circAtlas:mmu-Frmd3_0010	FALSE
chr5:124961774-124962321:-	1.33488103024913	-4.32842810864182	4.59321905879682	0.0320986748134878	0	0.463530089504562	EI-circRNA	Zfp664	.	TRUE
chr5:21058687-21059270:+	1.33488103024913	-4.32842810864182	4.59321905879682	0.0320986748134878	0	0.463530089504562	ciRNA	Phtf2	.	TRUE
chr5:29551765-29570204:-	1.33488103024913	-4.32842810864182	4.59321905879682	0.0320986748134878	0	0.463530089504562	EI-circRNA	Lmbr1	circAtlas:mmu-Lmbr1_0013,circAtlas:mmu-Lmbr1_0012,circAtlas:mmu-Lmbr1_0036,circAtlas:mmu-Lmbr1_0039,circAtlas:mmu-Lmbr1_0054,circBase_lifted:hsa_circ_0005939	FALSE
chr5:34334150-34334307:+	1.33488103024913	-4.32842810864182	4.59321905879682	0.0320986748134878	0	0.463530089504562	circRNA	Mxd4	.	TRUE
chr6:118711812-118719329:+	1.33488103024913	-4.32842810864182	4.59321905879682	0.0320986748134878	0	0.463530089504562	EI-circRNA	Cacna1c	circAtlas:mmu-Cacna1c_0036,circAtlas:mmu-Cacna1c_0039,circBase_lifted:hsa_circ_0005924	FALSE
chr6:3516622-3519270:-	1.33488103024913	-4.32842810864182	4.59321905879682	0.0320986748134878	0	0.463530089504562	EI-circRNA	Vps50	circAtlas:mmu-Ccdc132_0096	FALSE
chr7:110373729-110373898:-	1.33488103024913	-4.32842810864182	4.59321905879682	0.0320986748134878	0	0.463530089504562	ciRNA	Ampd3	.	TRUE
chr7:142036165-142036431:-	1.33488103024913	-4.32842810864182	4.59321905879682	0.0320986748134878	0	0.463530089504562	ciRNA	Lsp1	.	TRUE
