	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	type	gene	databases	has_db
chr11:67534106-67552992:+	0.560278632412562	-30	1.59269793878735	-17.5802324584652	3.49141988093019e-69	7.92775640577256e-67	EI-circRNA	Gas7	circAtlas:mmu-Gas7_0002	TRUE
chr11:67534106-67552992:-	0.560278632412562	-30	1.59269793878735	-17.5802324584652	3.49141988093019e-69	7.92775640577256e-67	EI-circRNA	Gas7	circAtlas:mmu-Gas7_0002	TRUE
chr11:84896634-84897905:+	0.560278632412562	-30	1.59269793878735	-17.5802324584652	3.49141988093019e-69	7.92775640577256e-67	EI-circRNA	Usp32	.	FALSE
chr11:84896634-84897905:-	0.560278632412562	-30	1.59269793878735	-17.5802324584652	3.49141988093019e-69	7.92775640577256e-67	EI-circRNA	Usp32	.	FALSE
chr11:87096758-87109156:+	0.560278632412562	-30	1.59269793878735	-17.5802324584652	3.49141988093019e-69	7.92775640577256e-67	EI-circRNA	Trim37	circAtlas:mmu-Trim37_0035,circAtlas:mmu-Trim37_0116,circBase_lifted:hsa_circ_0044801,circBase_lifted:hsa_circ_0002809	TRUE
chr11:87096759-87109156:-	0.560278632412562	-30	1.59269793878735	-17.5802324584652	3.49141988093019e-69	7.92775640577256e-67	EI-circRNA	Trim37	circAtlas:mmu-Trim37_0035,circAtlas:mmu-Trim37_0116,circBase_lifted:hsa_circ_0044801,circBase_lifted:hsa_circ_0002809	TRUE
chr11:100367677-100368036:+	0.44822290593005	-30	1.5927140382696	-17.5800547538467	3.50237956339614e-69	7.92775640577256e-67	circRNA	Acly	.	FALSE
chr11:100367677-100368036:-	0.44822290593005	-30	1.5927140382696	-17.5800547538467	3.50237956339614e-69	7.92775640577256e-67	circRNA	Acly	.	FALSE
chr11:105144117-105160621:+	0.560278632412562	-30	1.59269793878735	-17.5802324584652	3.49141988093019e-69	7.92775640577256e-67	EI-circRNA	Tlk2	circAtlas:mmu-Tlk2_0092	TRUE
chr11:105144117-105160621:-	0.560278632412562	-30	1.59269793878735	-17.5802324584652	3.49141988093019e-69	7.92775640577256e-67	EI-circRNA	Tlk2	circAtlas:mmu-Tlk2_0092	TRUE
chr12:5002608-5004657:+	0.560278632412562	-30	1.59269793878735	-17.5802324584652	3.49141988093019e-69	7.92775640577256e-67	EI-circRNA	Atad2b	circBase_lifted:hsa_circ_0052958	TRUE
chr12:5002608-5004657:-	0.560278632412562	-30	1.59269793878735	-17.5802324584652	3.49141988093019e-69	7.92775640577256e-67	EI-circRNA	Atad2b	circBase_lifted:hsa_circ_0052958	TRUE
chr12:16612363-16613813:+	0.560278632412562	-30	1.59269793878735	-17.5802324584652	3.49141988093019e-69	7.92775640577256e-67	EI-circRNA	Lpin1	circAtlas:mmu-Lpin1_0018,circAtlas:mmu-Lpin1_0039	TRUE
chr12:16612364-16613813:-	0.560278632412562	-30	1.59269793878735	-17.5802324584652	3.49141988093019e-69	7.92775640577256e-67	EI-circRNA	Lpin1	circAtlas:mmu-Lpin1_0018,circAtlas:mmu-Lpin1_0039	TRUE
chr12:40476670-40489589:+	0.44822290593005	-30	1.5927140382696	-17.5800547538467	3.50237956339614e-69	7.92775640577256e-67	EI-circRNA	Zfp277,Gm40406	.	FALSE
chr12:40476670-40489589:-	0.44822290593005	-30	1.5927140382696	-17.5800547538467	3.50237956339614e-69	7.92775640577256e-67	EI-circRNA	Zfp277,Gm40406	.	FALSE
chr12:83710839-83711083:+	0.44822290593005	-30	1.5927140382696	-17.5800547538467	3.50237956339614e-69	7.92775640577256e-67	EI-circRNA	Rbm25	.	FALSE
chr12:83710839-83711083:-	0.44822290593005	-30	1.5927140382696	-17.5800547538467	3.50237956339614e-69	7.92775640577256e-67	EI-circRNA	Rbm25	.	FALSE
chr12:102751912-102752052:+	0.224111452965025	-30	1.59279271278507	-17.5791864033837	3.55642904815654e-69	7.92775640577256e-67	circRNA	Btbd7	circAtlas:mmu-Btbd7_0026	TRUE
chr12:108478079-108481474:+	1.12055726482512	-30	1.59233283302664	-17.5842634273758	3.251795149579e-69	7.92775640577256e-67	EI-circRNA	Eml1	circAtlas:mmu-Eml1_0013	TRUE
chr12:108478079-108481474:-	1.12055726482512	-30	1.59233283302664	-17.5842634273758	3.251795149579e-69	7.92775640577256e-67	EI-circRNA	Eml1	circAtlas:mmu-Eml1_0013	TRUE
chr12:113385075-113385710:+	0.224111452965025	-30	1.59279271278507	-17.5791864033837	3.55642904815654e-69	7.92775640577256e-67	EI-circRNA	Ighm,Igh	.	FALSE
chr13:9770808-9785811:+	0.44822290593005	-30	1.5927140382696	-17.5800547538467	3.50237956339614e-69	7.92775640577256e-67	EI-circRNA	Zmynd11	circAtlas:mmu-Zmynd11_0002,circAtlas:mmu-Zmynd11_0007,circAtlas:mmu-Zmynd11_0006,circBase:mm9_circ_001794,circBase_lifted:hsa_circ_0017359	TRUE
chr13:9770809-9785811:-	0.44822290593005	-30	1.5927140382696	-17.5800547538467	3.50237956339614e-69	7.92775640577256e-67	EI-circRNA	Zmynd11	circAtlas:mmu-Zmynd11_0002,circAtlas:mmu-Zmynd11_0007,circAtlas:mmu-Zmynd11_0006,circBase:mm9_circ_001794,circBase_lifted:hsa_circ_0017359	TRUE
chr13:13642816-13681092:+	0.336167179447537	-30	1.59274055219971	-17.5797621033316	3.52050316094775e-69	7.92775640577256e-67	EI-circRNA	Nid1	.	FALSE
chr13:13642816-13681092:-	0.336167179447537	-30	1.59274055219971	-17.5797621033316	3.52050316094775e-69	7.92775640577256e-67	EI-circRNA	Nid1	.	FALSE
chr13:49421708-49443129:-	0.336167179447537	-30	1.59274055219971	-17.5797621033316	3.52050316094775e-69	7.92775640577256e-67	EI-circRNA	Fgd3	.	FALSE
chr13:49421709-49443129:+	0.336167179447537	-30	1.59274055219971	-17.5797621033316	3.52050316094775e-69	7.92775640577256e-67	EI-circRNA	Fgd3	.	FALSE
chr13:54875722-54879265:+	0.560278632412562	-30	1.59269793878735	-17.5802324584652	3.49141988093019e-69	7.92775640577256e-67	EI-circRNA	Cdhr2	circAtlas:mmu-Cdhr2_0001	TRUE
chr13:54875723-54879265:-	0.560278632412562	-30	1.59269793878735	-17.5802324584652	3.49141988093019e-69	7.92775640577256e-67	EI-circRNA	Cdhr2	circAtlas:mmu-Cdhr2_0001	TRUE
chr13:103975814-103977776:+	0.560278632412562	-30	1.59269793878735	-17.5802324584652	3.49141988093019e-69	7.92775640577256e-67	EI-circRNA	Erbin	.	FALSE
chr13:103975814-103977776:-	0.560278632412562	-30	1.59269793878735	-17.5802324584652	3.49141988093019e-69	7.92775640577256e-67	EI-circRNA	Erbin	.	FALSE
chr14:21825031-21833864:+	0.560278632412562	-30	1.59269793878735	-17.5802324584652	3.49141988093019e-69	7.92775640577256e-67	EI-circRNA	Samd8	circAtlas:mmu-Samd8_0003,circAtlas:mmu-Samd8_0017,circBase_lifted:hsa_circ_0018905	TRUE
chr14:21825031-21833864:-	0.560278632412562	-30	1.59269793878735	-17.5802324584652	3.49141988093019e-69	7.92775640577256e-67	EI-circRNA	Samd8	circAtlas:mmu-Samd8_0003,circAtlas:mmu-Samd8_0017,circBase_lifted:hsa_circ_0018905	TRUE
chr14:22631270-22634314:+	0.224111452965025	-30	1.59279271278507	-17.5791864033837	3.55642904815654e-69	7.92775640577256e-67	ciRNA	Lrmda	circAtlas:mmu-1700112E06Rik_0009	TRUE
chr14:30829226-30839040:+	0.44822290593005	-30	1.5927140382696	-17.5800547538467	3.50237956339614e-69	7.92775640577256e-67	EI-circRNA	Uqcc5,Pbrm1	.	FALSE
chr14:30829226-30839040:-	0.44822290593005	-30	1.5927140382696	-17.5800547538467	3.50237956339614e-69	7.92775640577256e-67	EI-circRNA	Uqcc5,Pbrm1	.	FALSE
chr14:47016345-47021637:+	0.560278632412562	-30	1.59269793878735	-17.5802324584652	3.49141988093019e-69	7.92775640577256e-67	EI-circRNA	Cnih1	circAtlas:mmu-Cnih1_0002	TRUE
chr14:47016345-47021637:-	0.560278632412562	-30	1.59269793878735	-17.5802324584652	3.49141988093019e-69	7.92775640577256e-67	EI-circRNA	Cnih1	circAtlas:mmu-Cnih1_0002	TRUE
chr14:66157269-66157511:+	0.224111452965025	-30	1.59279271278507	-17.5791864033837	3.55642904815654e-69	7.92775640577256e-67	EI-circRNA	Scara3,Gm41182	.	FALSE
chr14:100224867-100260604:+	0.336167179447537	-30	1.59274055219971	-17.5797621033316	3.52050316094775e-69	7.92775640577256e-67	EI-circRNA	Klf12	circAtlas:mmu-Klf12_0001,circBase_lifted:hsa_circ_0030414	TRUE
chr14:100224867-100260604:-	0.336167179447537	-30	1.59274055219971	-17.5797621033316	3.52050316094775e-69	7.92775640577256e-67	EI-circRNA	Klf12	circAtlas:mmu-Klf12_0001,circBase_lifted:hsa_circ_0030414	TRUE
chr15:7949967-7953788:+	0.560278632412562	-30	1.59269793878735	-17.5802324584652	3.49141988093019e-69	7.92775640577256e-67	EI-circRNA	Wdr70	circAtlas:mmu-Wdr70_0005,circAtlas:mmu-Wdr70_0032	TRUE
chr15:7949967-7953788:-	0.560278632412562	-30	1.59269793878735	-17.5802324584652	3.49141988093019e-69	7.92775640577256e-67	EI-circRNA	Wdr70	circAtlas:mmu-Wdr70_0005,circAtlas:mmu-Wdr70_0032	TRUE
chr15:73175668-73237044:-	0.336167179447537	-30	1.59274055219971	-17.5797621033316	3.52050316094775e-69	7.92775640577256e-67	EI-circRNA	Gm24787,Ptk2,Gm41344	circAtlas:mmu-Ptk2_0080,circAtlas:mmu-Ptk2_0077,circAtlas:mmu-Ptk2_0139,circAtlas:mmu-Ptk2_0074,circBase_lifted:hsa_circ_0085766,circBase_lifted:hsa_circ_0085767	TRUE
chr15:73175669-73237044:+	0.336167179447537	-30	1.59274055219971	-17.5797621033316	3.52050316094775e-69	7.92775640577256e-67	EI-circRNA	Gm24787,Ptk2,Gm41344	circAtlas:mmu-Ptk2_0080,circAtlas:mmu-Ptk2_0077,circAtlas:mmu-Ptk2_0139,circAtlas:mmu-Ptk2_0074,circBase_lifted:hsa_circ_0085766,circBase_lifted:hsa_circ_0085767	TRUE
chr15:76339017-76339098:+	0.336167179447537	-30	1.59274055219971	-17.5797621033316	3.52050316094775e-69	7.92775640577256e-67	circRNA	Bop1	circBase_lifted:hsa_circ_0086005,circBase_lifted:hsa_circ_0086026	TRUE
chr15:76339017-76339098:-	0.336167179447537	-30	1.59274055219971	-17.5797621033316	3.52050316094775e-69	7.92775640577256e-67	circRNA	Bop1	circBase_lifted:hsa_circ_0086005,circBase_lifted:hsa_circ_0086026	TRUE
chr15:76764938-76765438:+	0.560278632412562	-30	1.59269793878735	-17.5802324584652	3.49141988093019e-69	7.92775640577256e-67	EI-circRNA	Zfp7	circAtlas:mmu-Zfp7_0002,circBase:mm9_circ_005776,circBase_lifted:hsa_circ_0086167	TRUE
chr15:76764939-76765438:-	0.560278632412562	-30	1.59269793878735	-17.5802324584652	3.49141988093019e-69	7.92775640577256e-67	EI-circRNA	Zfp7	circAtlas:mmu-Zfp7_0002,circBase:mm9_circ_005776,circBase_lifted:hsa_circ_0086167	TRUE
chr15:85579115-85585221:+	0.336167179447537	-30	1.59274055219971	-17.5797621033316	3.52050316094775e-69	7.92775640577256e-67	EI-circRNA	Lncppara	.	FALSE
chr15:85579115-85585221:-	0.336167179447537	-30	1.59274055219971	-17.5797621033316	3.52050316094775e-69	7.92775640577256e-67	EI-circRNA	Lncppara	.	FALSE
chr15:99692289-99705624:-	0.560278632412562	-30	1.59269793878735	-17.5802324584652	3.49141988093019e-69	7.92775640577256e-67	EI-circRNA	Lima1,Gm25897	circAtlas:mmu-Lima1_0016	TRUE
chr15:99692290-99705624:+	0.560278632412562	-30	1.59269793878735	-17.5802324584652	3.49141988093019e-69	7.92775640577256e-67	EI-circRNA	Lima1,Gm25897	circAtlas:mmu-Lima1_0016	TRUE
chr16:17888027-17888852:+	0.44822290593005	-30	1.5927140382696	-17.5800547538467	3.50237956339614e-69	7.92775640577256e-67	EI-circRNA	Dgcr6	.	FALSE
chr16:17888027-17888852:-	0.44822290593005	-30	1.5927140382696	-17.5800547538467	3.50237956339614e-69	7.92775640577256e-67	EI-circRNA	Dgcr6	.	FALSE
chr16:55909746-55932166:+	0.280139316206281	-30	1.59276167038543	-17.5795290159289	3.53500492039958e-69	7.92775640577256e-67	EI-circRNA	Gm18723,Senp7	.	FALSE
chr16:87283123-87283408:+	0.560278632412562	-30	1.59269793878735	-17.5802324584652	3.49141988093019e-69	7.92775640577256e-67	EI-circRNA	Cct8	circAtlas:mmu-Cct8_0003	TRUE
chr16:87283123-87283408:-	0.560278632412562	-30	1.59269793878735	-17.5802324584652	3.49141988093019e-69	7.92775640577256e-67	EI-circRNA	Cct8	circAtlas:mmu-Cct8_0003	TRUE
chr16:95515380-95516229:+	0.560278632412562	-30	1.59269793878735	-17.5802324584652	3.49141988093019e-69	7.92775640577256e-67	EI-circRNA	Ets2	circAtlas:mmu-Ets2_0001	TRUE
chr16:95515380-95516229:-	0.560278632412562	-30	1.59269793878735	-17.5802324584652	3.49141988093019e-69	7.92775640577256e-67	EI-circRNA	Ets2	circAtlas:mmu-Ets2_0001	TRUE
chr17:26660802-26661028:-	0.224111452965025	-30	1.59279271278507	-17.5791864033837	3.55642904815654e-69	7.92775640577256e-67	circRNA	Neurl1b	.	FALSE
chr17:36135725-36136782:+	0.560278632412562	-30	1.59269793878735	-17.5802324584652	3.49141988093019e-69	7.92775640577256e-67	EI-circRNA	Flot1	.	FALSE
chr17:36135725-36136782:-	0.560278632412562	-30	1.59269793878735	-17.5802324584652	3.49141988093019e-69	7.92775640577256e-67	EI-circRNA	Flot1	.	FALSE
chr17:49795214-49797355:-	0.560278632412562	-30	1.59269793878735	-17.5802324584652	3.49141988093019e-69	7.92775640577256e-67	EI-circRNA	Daam2	.	FALSE
chr17:49795215-49797355:+	0.560278632412562	-30	1.59269793878735	-17.5802324584652	3.49141988093019e-69	7.92775640577256e-67	EI-circRNA	Daam2	.	FALSE
chr17:66166179-66171727:-	0.44822290593005	-30	1.5927140382696	-17.5800547538467	3.50237956339614e-69	7.92775640577256e-67	EI-circRNA	Ralbp1	circAtlas:mmu-Ralbp1_0015,circBase_lifted:hsa_circ_0046860	TRUE
chr17:66166180-66171727:+	0.44822290593005	-30	1.5927140382696	-17.5800547538467	3.50237956339614e-69	7.92775640577256e-67	EI-circRNA	Ralbp1	circAtlas:mmu-Ralbp1_0015,circBase_lifted:hsa_circ_0046860	TRUE
chr17:71045191-71045341:+	0.44822290593005	-30	1.5927140382696	-17.5800547538467	3.50237956339614e-69	7.92775640577256e-67	ciRNA	Dlgap1	.	FALSE
chr17:71045191-71045341:-	0.44822290593005	-30	1.5927140382696	-17.5800547538467	3.50237956339614e-69	7.92775640577256e-67	ciRNA	Dlgap1	.	FALSE
chr18:4986281-4988345:+	0.8964458118601	-30	1.5925186239938	-17.5822119616914	3.37162402620378e-69	7.92775640577256e-67	ciRNA	Svil	.	FALSE
chr18:4986281-4988345:-	0.8964458118601	-30	1.5925186239938	-17.5822119616914	3.37162402620378e-69	7.92775640577256e-67	ciRNA	Svil	.	FALSE
chr18:38076508-38077262:+	0.44822290593005	-30	1.5927140382696	-17.5800547538467	3.50237956339614e-69	7.92775640577256e-67	EI-circRNA	Hdac3	circAtlas:mmu-Hdac3_0006	TRUE
chr18:38076508-38077262:-	0.44822290593005	-30	1.5927140382696	-17.5800547538467	3.50237956339614e-69	7.92775640577256e-67	EI-circRNA	Hdac3	circAtlas:mmu-Hdac3_0006	TRUE
chr18:39235361-39235506:-	0.224111452965025	-30	1.59279271278507	-17.5791864033837	3.55642904815654e-69	7.92775640577256e-67	ciRNA	Arhgap26	.	FALSE
chr18:67983182-68001617:+	0.560278632412562	-30	1.59269793878735	-17.5802324584652	3.49141988093019e-69	7.92775640577256e-67	EI-circRNA	Cep192	circAtlas:mmu-Cep192_0012,circAtlas:mmu-Cep192_0043	TRUE
chr18:67983182-68001617:-	0.560278632412562	-30	1.59269793878735	-17.5802324584652	3.49141988093019e-69	7.92775640577256e-67	EI-circRNA	Cep192	circAtlas:mmu-Cep192_0012,circAtlas:mmu-Cep192_0043	TRUE
chr18:67985974-67989395:+	0.560278632412562	-30	1.59269793878735	-17.5802324584652	3.49141988093019e-69	7.92775640577256e-67	EI-circRNA	Cep192	circAtlas:mmu-Cep192_0089	TRUE
chr18:67985975-67989395:-	0.560278632412562	-30	1.59269793878735	-17.5802324584652	3.49141988093019e-69	7.92775640577256e-67	EI-circRNA	Cep192	circAtlas:mmu-Cep192_0089	TRUE
chr18:68011027-68011731:+	0.560278632412562	-30	1.59269793878735	-17.5802324584652	3.49141988093019e-69	7.92775640577256e-67	EI-circRNA	Cep192	circAtlas:mmu-Cep192_0005,circBase_lifted:hsa_circ_0007316	TRUE
chr18:68011027-68011731:-	0.560278632412562	-30	1.59269793878735	-17.5802324584652	3.49141988093019e-69	7.92775640577256e-67	EI-circRNA	Cep192	circAtlas:mmu-Cep192_0005,circBase_lifted:hsa_circ_0007316	TRUE
chr19:5847476-5848924:-	0.44822290593005	-30	1.5927140382696	-17.5800547538467	3.50237956339614e-69	7.92775640577256e-67	circRNA	Malat1	circAtlas:mmu-Malat1_0098,circAtlas:mmu-Malat1_0023	TRUE
chr19:5847477-5848924:+	0.44822290593005	-30	1.5927140382696	-17.5800547538467	3.50237956339614e-69	7.92775640577256e-67	circRNA	Malat1	circAtlas:mmu-Malat1_0098,circAtlas:mmu-Malat1_0023	TRUE
chr19:8884660-8886111:+	0.44822290593005	-30	1.5927140382696	-17.5800547538467	3.50237956339614e-69	7.92775640577256e-67	EI-circRNA	Ganab	circAtlas:mmu-Ganab_0001,circBase_lifted:hsa_circ_0022488	TRUE
chr19:8884661-8886111:-	0.44822290593005	-30	1.5927140382696	-17.5800547538467	3.50237956339614e-69	7.92775640577256e-67	EI-circRNA	Ganab	circAtlas:mmu-Ganab_0001,circBase_lifted:hsa_circ_0022488	TRUE
