	logFC	logCPM	LR	PValue	DE	FDR	type	gene	databases	has_db
chr2:6726228-6726424:-	1.98053460561249	-4.29977454740348	8.42399468872637	0.00370301329093216	0	0.517848325438311	EI-circRNA	Celf2	circAtlas:mmu-Celf2_0037,circBase:mm9_circ_016450	TRUE
chr5:87817372-87821139:-	-5.59139514003468	-2.43765574064332	8.38584745146346	0.00378153854408506	0	0.517848325438311	EI-circRNA	Csn1s1	.	FALSE
chr17:14896575-14897319:+	1.96210494533064	-4.30031831427457	8.37268473973061	0.00380902501199973	0	0.517848325438311	EI-circRNA	Thbs2	.	FALSE
chr8:46988016-46988250:-	1.96210494533064	-4.30031831427457	8.37268473973061	0.00380902501199973	0	0.517848325438311	circRNA	Acsl1	circAtlas:mmu-Acsl1_0006	TRUE
chr5:87817373-87821140:-	-5.46217408261527	-1.39344781498854	8.33467287300282	0.00388954810627263	0	0.517848325438311	EI-circRNA	Csn1s1	.	FALSE
chr17:57570139-57570294:-	1.9436188574679	-4.30086221793968	8.32177800670326	0.00391725580533691	0	0.517848325438311	circRNA	Trip10	.	FALSE
chr17:84497251-84497553:+	1.9436188574679	-4.30086221793968	8.32177800670326	0.00391725580533691	0	0.517848325438311	partially_intergenic-circRNA	Thada,Gm36279	.	FALSE
chr4:129953524-129954061:+	1.9436188574679	-4.30086221793968	8.32177800670326	0.00391725580533691	0	0.517848325438311	EI-circRNA	Col16a1	.	FALSE
chr11:35710701-35718293:+	1.9313072201884	-4.30121756076687	8.28742091967587	0.00399206466816195	0	0.517848325438311	EI-circRNA	Rars1	circAtlas:mmu-Rars_0009	TRUE
chr15:3305104-3308967:-	1.9313072201884	-4.30121756076687	8.28742091967587	0.00399206466816195	0	0.517848325438311	EI-circRNA	Selenop	.	FALSE
chr2:73649568-73649703:+	1.9313072201884	-4.30121756076687	8.28742091967587	0.00399206466816195	0	0.517848325438311	ciRNA	Atf2	.	FALSE
chr3:138666645-138666788:+	1.9313072201884	-4.30121756076687	8.28742091967587	0.00399206466816195	0	0.517848325438311	ciRNA	Rap1gds1	circAtlas:mmu-Rap1gds1_0024	TRUE
chr7:29100229-29100417:+	1.9313072201884	-4.30121756076687	8.28742091967587	0.00399206466816195	0	0.517848325438311	circRNA	Sipa1l3	.	FALSE
chr13:45106648-45123654:-	1.90239073630767	-4.30203760361143	8.20620222891701	0.0041747438379066	0	0.517848325438311	EI-circRNA	Dtnbp1	circAtlas:mmu-Dtnbp1_0018	TRUE
chr13:93296153-93308400:-	1.90239073630767	-4.30203760361143	8.20620222891701	0.0041747438379066	0	0.517848325438311	EI-circRNA	Tent2	circAtlas:mmu-Papd4_0003,circBase_lifted:hsa_circ_0073153	TRUE
chr15:73192624-73215208:+	1.90239073630767	-4.30203760361143	8.20620222891701	0.0041747438379066	0	0.517848325438311	EI-circRNA	Ptk2,Gm41344	circAtlas:mmu-Ptk2_0058,circAtlas:mmu-Ptk2_0158,circBase_lifted:hsa_circ_0003221,circBase_lifted:hsa_circ_0006299	TRUE
chr2:157959549-157959703:+	2.48439019610782	-4.20266430205394	8.05628171656651	0.00453461514231022	0	0.517848325438311	circRNA	Tgm2	.	FALSE
chr7:92295198-92315073:-	2.27719820197974	-4.28043535350371	7.85643086072258	0.00506402594560613	0	0.517848325438311	EI-circRNA	Gm26944,Pcf11	circAtlas:mmu-Pcf11_0003,circAtlas:mmu-Pcf11_0020,circAtlas:mmu-Pcf11_0006,circAtlas:mmu-Pcf11_0009,circAtlas:mmu-Pcf11_0042,circAtlas:mmu-Pcf11_0008	TRUE
chr2:52171476-52196645:+	2.14173718173129	-3.90502304349175	7.48440921100521	0.00622354851907092	0	0.517848325438311	EI-circRNA	Neb,4930573O16Rik	.	FALSE
chr2:76726664-76736876:+	-3.21235407575149	-3.1095302555035	6.39550615217621	0.0114409605215582	0	0.517848325438311	EI-circRNA	Ttn	.	FALSE
chr5:87934479-87936423:-	-3.17814404511961	-3.13125988314681	6.31173117963547	0.0119941668337327	0	0.517848325438311	EI-circRNA	Csn1s2a	.	FALSE
chr16:14021040-14022238:+	1.90063452786315	-3.78273726337083	6.20925536037274	0.0127084076522656	0	0.517848325438311	EI-circRNA	Myh11	circAtlas:mmu-Myh11_0001	TRUE
chr5:87927862-87929747:-	-3.10813959967177	-3.81212563501005	6.09900924179124	0.0135257694158449	0	0.517848325438311	EI-circRNA	Csn1s2a	.	FALSE
chr5:87842435-87842565:+	-3.07485819272813	-3.82282048698987	5.97609204808776	0.0145010991363049	0	0.517848325438311	circRNA	Csn2	.	FALSE
chr5:87828748-87830117:-	-3.01083326413289	-3.8359356447162	5.74565393733544	0.0165295008494272	0	0.517848325438311	EI-circRNA	Csn1s1	.	FALSE
chr2:76660369-76661400:+	1.80065029503532	-3.78066482047724	5.40530223992764	0.0200756720630912	0	0.517848325438311	EI-circRNA	Ttn	.	FALSE
chr14:63760002-63760146:+	1.9605883654367	-4.28726781085172	5.36017293486944	0.0206017306121238	0	0.517848325438311	circRNA	Mtmr9	circAtlas:mmu-intergenic_021548	TRUE
chr13:55691122-55691287:+	1.95539339739615	-4.28556312074291	5.33587546736555	0.0208908449591796	0	0.517848325438311	EI-circRNA	Fam193b,Gm46416	.	FALSE
chr2:76688248-76689890:+	-2.89373388498496	-3.85998011168435	5.33394731792495	0.0209139669852482	0	0.517848325438311	EI-circRNA	Ttn	.	FALSE
chr6:125074180-125077552:-	1.94169887155839	-4.28595267899884	5.30225540704292	0.0212978296580742	0	0.517848325438311	EI-circRNA	Chd4	circAtlas:mmu-Chd4_0033,circAtlas:mmu-Chd4_0011	TRUE
chr10:75667866-75668360:+	-2.94997661542701	-3.85809613137169	5.24928986105944	0.0219557296522092	0	0.517848325438311	EI-circRNA	Gstt2	.	FALSE
chr12:4324756-4324932:+	1.87666454132333	-4.28724308451778	5.13389545655305	0.023463012089633	0	0.517848325438311	circRNA	Ncoa1	.	FALSE
chr5:87929622-87929747:-	-2.77480671489486	-3.916618943364	4.92951762798538	0.0264016863530455	0	0.517848325438311	circRNA	Csn1s2a	.	FALSE
chr18:36708072-36716812:-	1.97677148108628	-4.25883202573675	4.92513054865566	0.0264688022334343	0	0.517848325438311	EI-circRNA	Ankhd1	circBase_lifted:hsa_circ_0074246	TRUE
chr7:142062072-142067442:-	1.96906641468034	-4.25894278428008	4.8940865162307	0.0269488268320946	0	0.517848325438311	EI-circRNA	Tnnt3	circAtlas:mmu-Tnnt3_0006	TRUE
chr13:55425349-55425488:-	1.96291641582253	-4.26107749489739	4.89273779428918	0.026969885730756	0	0.517848325438311	circRNA	Nsd1	circAtlas:mmu-Nsd1_0006	TRUE
chr13:111891177-111900737:+	1.77848982517127	-4.28934657229478	4.89125377731044	0.026993076893636	0	0.517848325438311	EI-circRNA	Map3k1	circAtlas:mmu-Map3k1_0004	TRUE
chr3:16258940-16259090:-	1.77143298913697	-4.29157636750747	4.87980139608536	0.0271727455011684	0	0.517848325438311	circRNA	Ythdf3	circAtlas:mmu-Ythdf3_0008	TRUE
chr4:3738725-3743302:-	1.76930602637935	-4.29128626543778	4.87304985849492	0.0272792480249867	0	0.517848325438311	EI-circRNA	Lyn	circAtlas:mmu-Lyn_0001,circBase_lifted:hsa_circ_0084546	TRUE
chr2:76580401-76580561:+	1.74667985140504	-4.27408447774768	4.81511352789492	0.0282112133267629	0	0.517848325438311	circRNA	Ttn	.	FALSE
chr12:116281450-116287830:-	1.9921561963259	-4.15457578668199	4.76837902946876	0.0289871058317726	0	0.517848325438311	EI-circRNA	Esyt2	circAtlas:mmu-Esyt2_0012,circAtlas:mmu-Esyt2_0011,circBase:mm9_circ_015704,circBase_lifted:hsa_circ_0001777	TRUE
chr2:73693513-73693582:+	1.72715132860144	-4.28822309062398	4.75805916663367	0.0291614127297442	0	0.517848325438311	circRNA	Atf2	.	FALSE
chrX:73324866-73325126:+	1.7242203783927	-4.29190128129588	4.75596970648775	0.0291968372839461	0	0.517848325438311	ciRNA	Dnase1l1	.	FALSE
chr4:41221556-41226334:+	1.72528903509787	-4.28924942013117	4.75417698400831	0.0292272666906737	0	0.517848325438311	EI-circRNA	Ubap2	circBase_lifted:hsa_circ_0086728	TRUE
chr10:33340554-33344190:-	2.01693239383412	-4.18053418945578	4.75366361087977	0.029235986692501	0	0.517848325438311	EI-circRNA	Trdn	circAtlas:mmu-Trdn_0077	TRUE
chr7:142058001-142058924:+	1.69625194739429	-4.2678459127373	4.69391873223812	0.0302695387117952	0	0.517848325438311	ciRNA	Prr33,Tnnt3	.	FALSE
chr10:12566474-12566641:+	1.40361217721228	-4.3092296772186	4.69234666189322	0.0302972431804417	0	0.517848325438311	circRNA	Utrn	circAtlas:mmu-Utrn_0086	TRUE
chr10:62999292-63005209:-	1.40361217721228	-4.3092296772186	4.69234666189322	0.0302972431804417	0	0.517848325438311	EI-circRNA	Mypn	circAtlas:mmu-Mypn_0003	TRUE
chr11:69236882-69237018:+	1.40361217721228	-4.3092296772186	4.69234666189322	0.0302972431804417	0	0.517848325438311	ciRNA	Chd3	.	FALSE
chr13:23639803-23640999:+	1.40361217721228	-4.3092296772186	4.69234666189322	0.0302972431804417	0	0.517848325438311	intergenic-circRNA	intergenic_chr13:23639803-23640999:+	.	FALSE
chr13:45749379-45749533:+	1.40361217721228	-4.3092296772186	4.69234666189322	0.0302972431804417	0	0.517848325438311	ciRNA	Atxn1	.	FALSE
chr13:45841290-45841619:+	1.40361217721228	-4.3092296772186	4.69234666189322	0.0302972431804417	0	0.517848325438311	ciRNA	Atxn1	.	FALSE
chr14:47003526-47003677:+	1.40361217721228	-4.3092296772186	4.69234666189322	0.0302972431804417	0	0.517848325438311	ciRNA	Cdkn3	.	FALSE
chr15:8329073-8329216:+	1.40361217721228	-4.3092296772186	4.69234666189322	0.0302972431804417	0	0.517848325438311	ciRNA	Nipbl	.	FALSE
chr16:96007682-96025081:+	1.40361217721228	-4.3092296772186	4.69234666189322	0.0302972431804417	0	0.517848325438311	EI-circRNA	Sh3bgr	circAtlas:mmu-Sh3bgr_0004,circAtlas:mmu-Sh3bgr_0006,circAtlas:mmu-Sh3bgr_0016	TRUE
chr17:36177632-36177785:-	1.40361217721228	-4.3092296772186	4.69234666189322	0.0302972431804417	0	0.517848325438311	EI-circRNA	Ppp1r18	.	FALSE
chr17:78587402-78588795:+	1.40361217721228	-4.3092296772186	4.69234666189322	0.0302972431804417	0	0.517848325438311	EI-circRNA	Crim1	circAtlas:mmu-Crim1_0016,circAtlas:mmu-Crim1_0014,circBase_lifted:hsa_circ_0007386	TRUE
chr18:35078997-35079089:+	1.40361217721228	-4.3092296772186	4.69234666189322	0.0302972431804417	0	0.517848325438311	circRNA	Hspa9	.	FALSE
chr18:46421952-46422100:+	1.40361217721228	-4.3092296772186	4.69234666189322	0.0302972431804417	0	0.517848325438311	ciRNA	Ccdc112	.	FALSE
chr19:12753776-12754337:+	1.40361217721228	-4.3092296772186	4.69234666189322	0.0302972431804417	0	0.517848325438311	EI-circRNA	Gm44505,Zfp91	circAtlas:mmu-Zfp91_0034	TRUE
chr19:32200909-32200990:+	1.40361217721228	-4.3092296772186	4.69234666189322	0.0302972431804417	0	0.517848325438311	circRNA	Sgms1	.	FALSE
chr19:4411566-4444920:+	1.40361217721228	-4.3092296772186	4.69234666189322	0.0302972431804417	0	0.517848325438311	EI-circRNA	Kdm2a	circAtlas:mmu-Kdm2a_0003,circAtlas:mmu-Kdm2a_0001,circAtlas:mmu-Kdm2a_0019	TRUE
chr19:5205428-5205566:+	1.40361217721228	-4.3092296772186	4.69234666189322	0.0302972431804417	0	0.517848325438311	ciRNA	Pacs1	.	FALSE
chr1:191476485-191477645:-	1.40361217721228	-4.3092296772186	4.69234666189322	0.0302972431804417	0	0.517848325438311	ciRNA	Lpgat1	.	FALSE
chr1:192118023-192118157:-	1.40361217721228	-4.3092296772186	4.69234666189322	0.0302972431804417	0	0.517848325438311	ciRNA	Kcnh1	.	FALSE
chr1:36907689-36907824:+	1.40361217721228	-4.3092296772186	4.69234666189322	0.0302972431804417	0	0.517848325438311	ciRNA	Tmem131	.	FALSE
chr2:141252487-141252784:-	1.40361217721228	-4.3092296772186	4.69234666189322	0.0302972431804417	0	0.517848325438311	ciRNA	Macrod2	.	FALSE
chr2:67341907-67342068:-	1.40361217721228	-4.3092296772186	4.69234666189322	0.0302972431804417	0	0.517848325438311	circRNA	Xirp2	circAtlas:mmu-Xirp2_0017	TRUE
chr2:6923935-6924208:+	1.40361217721228	-4.3092296772186	4.69234666189322	0.0302972431804417	0	0.517848325438311	ciRNA	Celf2	.	FALSE
chr2:76701420-76702073:-	1.40361217721228	-4.3092296772186	4.69234666189322	0.0302972431804417	0	0.517848325438311	EI-circRNA	Ttn	circAtlas:mmu-Ttn_1004	TRUE
chr2:76706141-76706854:+	1.40361217721228	-4.3092296772186	4.69234666189322	0.0302972431804417	0	0.517848325438311	EI-circRNA	Ttn	.	FALSE
chr4:41736853-41737000:+	1.40361217721228	-4.3092296772186	4.69234666189322	0.0302972431804417	0	0.517848325438311	intergenic-circRNA	intergenic_chr4:41736853-41737000:+	.	FALSE
chr4:43643279-43643473:-	1.40361217721228	-4.3092296772186	4.69234666189322	0.0302972431804417	0	0.517848325438311	EI-circRNA	Npr2	.	FALSE
chr5:31054561-31055949:+	1.40361217721228	-4.3092296772186	4.69234666189322	0.0302972431804417	0	0.517848325438311	ciRNA	Agbl5	.	FALSE
chr5:32977210-32989202:+	1.40361217721228	-4.3092296772186	4.69234666189322	0.0302972431804417	0	0.517848325438311	EI-circRNA	Prr14l	circAtlas:mmu-Prr14l_0008	TRUE
chr6:145901321-145901407:-	1.40361217721228	-4.3092296772186	4.69234666189322	0.0302972431804417	0	0.517848325438311	circRNA	Sspn	.	FALSE
chr6:47553497-47554601:+	1.40361217721228	-4.3092296772186	4.69234666189322	0.0302972431804417	0	0.517848325438311	EI-circRNA	Ezh2	circAtlas:mmu-Ezh2_0018,circAtlas:mmu-Ezh2_0006,circBase:mm9_circ_002148,circBase:mm9_circ_009521,circBase_lifted:hsa_circ_0006357,circBase_lifted:hsa_circ_0005284	TRUE
chr7:126047960-126062185:+	1.40361217721228	-4.3092296772186	4.69234666189322	0.0302972431804417	0	0.517848325438311	EI-circRNA	Atp2a1	.	FALSE
chr7:143080817-143080967:+	1.40361217721228	-4.3092296772186	4.69234666189322	0.0302972431804417	0	0.517848325438311	EI-circRNA	Nap1l4	.	FALSE
chr7:28748203-28751506:-	1.40361217721228	-4.3092296772186	4.69234666189322	0.0302972431804417	0	0.517848325438311	EI-circRNA	Ryr1	circAtlas:mmu-Ryr1_0047,circAtlas:mmu-Ryr1_0018	TRUE
chr7:79486678-79486832:+	1.40361217721228	-4.3092296772186	4.69234666189322	0.0302972431804417	0	0.517848325438311	ciRNA	Anpep	.	FALSE
chr8:128316560-128316713:-	1.40361217721228	-4.3092296772186	4.69234666189322	0.0302972431804417	0	0.517848325438311	ciRNA	Pard3	.	FALSE
chr8:71223548-71224551:+	1.40361217721228	-4.3092296772186	4.69234666189322	0.0302972431804417	0	0.517848325438311	EI-circRNA	Pik3r2	.	FALSE
chr8:73626467-73626660:+	1.40361217721228	-4.3092296772186	4.69234666189322	0.0302972431804417	0	0.517848325438311	ciRNA	Large1	.	FALSE
chr9:13347261-13347417:-	1.40361217721228	-4.3092296772186	4.69234666189322	0.0302972431804417	0	0.517848325438311	ciRNA	Maml2	.	FALSE
chr9:45152691-45155585:-	1.40361217721228	-4.3092296772186	4.69234666189322	0.0302972431804417	0	0.517848325438311	EI-circRNA	Smim35	.	FALSE
chr9:58943521-58943666:+	1.40361217721228	-4.3092296772186	4.69234666189322	0.0302972431804417	0	0.517848325438311	circRNA	Neo1	.	FALSE
chr9:67836782-67837945:-	1.40361217721228	-4.3092296772186	4.69234666189322	0.0302972431804417	0	0.517848325438311	EI-circRNA	Vps13c	.	FALSE
chr9:72484321-72500642:+	1.40361217721228	-4.3092296772186	4.69234666189322	0.0302972431804417	0	0.517848325438311	EI-circRNA	Rfx7	circAtlas:mmu-Rfx7_0003,circAtlas:mmu-Rfx7_0005,circBase_lifted:hsa_circ_0035403	TRUE
chrX:102520470-102520635:+	1.40361217721228	-4.3092296772186	4.69234666189322	0.0302972431804417	0	0.517848325438311	EI-circRNA	Tsix,Xist	circAtlas:mmu-Xist_0003	TRUE
chrX:56382312-56382395:+	1.40361217721228	-4.3092296772186	4.69234666189322	0.0302972431804417	0	0.517848325438311	circRNA	Arhgef6	.	FALSE
chrX:72729984-72730126:+	1.40361217721228	-4.3092296772186	4.69234666189322	0.0302972431804417	0	0.517848325438311	circRNA	Bcap31	.	FALSE
chrX:97330195-97330311:-	1.40361217721228	-4.3092296772186	4.69234666189322	0.0302972431804417	0	0.517848325438311	circRNA	Ar	circBase_lifted:hsa_circ_0090925	TRUE
chrX_GL456233v2_random:355044-355267:-	1.40361217721228	-4.3092296772186	4.69234666189322	0.0302972431804417	0	0.517848325438311	ciRNA	Tmlhe	.	FALSE
chr10:19762806-19770548:+	1.39522618982229	-4.30945328095781	4.68043288015465	0.0305080598252697	0	0.517848325438311	EI-circRNA	Pex7	circAtlas:mmu-Pex7_0004	TRUE
chr10:33181033-33197330:-	1.39522618982229	-4.30945328095781	4.68043288015465	0.0305080598252697	0	0.517848325438311	EI-circRNA	Trdn	circAtlas:mmu-Trdn_0028	TRUE
chr10:41116372-41116500:+	1.39522618982229	-4.30945328095781	4.68043288015465	0.0305080598252697	0	0.517848325438311	ciRNA	Fig4	.	FALSE
chr11:21303349-21303456:+	1.39522618982229	-4.30945328095781	4.68043288015465	0.0305080598252697	0	0.517848325438311	circRNA	Ugp2	.	FALSE
chr12:46785069-46787140:+	1.39522618982229	-4.30945328095781	4.68043288015465	0.0305080598252697	0	0.517848325438311	ciRNA	Nova1	.	FALSE
chr13:38400301-38404752:-	1.39522618982229	-4.30945328095781	4.68043288015465	0.0305080598252697	0	0.517848325438311	EI-circRNA	Snrnp48	circAtlas:mmu-Snrnp48_0007	TRUE
chr14:22197625-22197821:-	1.39522618982229	-4.30945328095781	4.68043288015465	0.0305080598252697	0	0.517848325438311	ciRNA	Lrmda	.	FALSE
chr14:57674684-57688198:-	1.39522618982229	-4.30945328095781	4.68043288015465	0.0305080598252697	0	0.517848325438311	EI-circRNA	Ift88	circAtlas:mmu-Ift88_0012	TRUE
chr14:65056221-65056389:+	1.39522618982229	-4.30945328095781	4.68043288015465	0.0305080598252697	0	0.517848325438311	EI-circRNA	Hmbox1	.	FALSE
chr14:77618019-77618128:-	1.39522618982229	-4.30945328095781	4.68043288015465	0.0305080598252697	0	0.517848325438311	circRNA	Enox1	.	FALSE
chr15:53115887-53116119:+	1.39522618982229	-4.30945328095781	4.68043288015465	0.0305080598252697	0	0.517848325438311	ciRNA	Ext1	.	FALSE
chr15:75943212-75943314:+	1.39522618982229	-4.30945328095781	4.68043288015465	0.0305080598252697	0	0.517848325438311	ciRNA	Puf60	.	FALSE
chr15:85275839-85277707:-	1.39522618982229	-4.30945328095781	4.68043288015465	0.0305080598252697	0	0.517848325438311	EI-circRNA	Atxn10	circAtlas:mmu-Atxn10_0002,circBase_lifted:hsa_circ_0006223	TRUE
chr15:99717375-99724718:+	1.39522618982229	-4.30945328095781	4.68043288015465	0.0305080598252697	0	0.517848325438311	EI-circRNA	Lima1,Gm17057	circAtlas:mmu-Lima1_0003,circAtlas:mmu-Lima1_0014	TRUE
chr16:14018887-14019946:-	1.39522618982229	-4.30945328095781	4.68043288015465	0.0305080598252697	0	0.517848325438311	EI-circRNA	Myh11	.	FALSE
chr17:25211244-25222379:+	1.39522618982229	-4.30945328095781	4.68043288015465	0.0305080598252697	0	0.517848325438311	EI-circRNA	Cramp1	circAtlas:mmu-Cramp1l_0001,circAtlas:mmu-Cramp1l_0002,circAtlas:mmu-Cramp1l_0009,circAtlas:mmu-Cramp1l_0030,circBase:mm9_circ_011433,circBase_lifted:hsa_circ_0003592	TRUE
chr17:25453954-25454085:+	1.39522618982229	-4.30945328095781	4.68043288015465	0.0305080598252697	0	0.517848325438311	circRNA	Gnptg	.	FALSE
chr18:5773178-5774217:-	1.39522618982229	-4.30945328095781	4.68043288015465	0.0305080598252697	0	0.517848325438311	circRNA	Zeb1	.	FALSE
chr19:25410075-25410245:-	1.39522618982229	-4.30945328095781	4.68043288015465	0.0305080598252697	0	0.517848325438311	EI-circRNA	Kank1	.	FALSE
chr19:40415695-40415864:+	1.39522618982229	-4.30945328095781	4.68043288015465	0.0305080598252697	0	0.517848325438311	ciRNA	Sorbs1	.	FALSE
chr19:5851021-5851240:+	1.39522618982229	-4.30945328095781	4.68043288015465	0.0305080598252697	0	0.517848325438311	circRNA	Malat1	circAtlas:mmu-Malat1_0455	TRUE
chr1:155491613-155500704:-	1.39522618982229	-4.30945328095781	4.68043288015465	0.0305080598252697	0	0.517848325438311	EI-circRNA	Acbd6	circAtlas:mmu-Acbd6_0001,circBase_lifted:hsa_circ_0009175	TRUE
chr1:178150699-178156972:-	1.39522618982229	-4.30945328095781	4.68043288015465	0.0305080598252697	0	0.517848325438311	EI-circRNA	Hnrnpu	circAtlas:mmu-HNRNPU_0004,circAtlas:mmu-HNRNPU_0011	TRUE
chr1:194695084-194695237:-	1.39522618982229	-4.30945328095781	4.68043288015465	0.0305080598252697	0	0.517848325438311	intergenic-circRNA	intergenic_chr1:194695084-194695237:-	.	FALSE
chr1:40295711-40295962:-	1.39522618982229	-4.30945328095781	4.68043288015465	0.0305080598252697	0	0.517848325438311	ciRNA	Il1r1	.	FALSE
chr1:87153906-87160185:-	1.39522618982229	-4.30945328095781	4.68043288015465	0.0305080598252697	0	0.517848325438311	EI-circRNA	Eif4e2	.	FALSE
chr2:11497370-11498839:-	1.39522618982229	-4.30945328095781	4.68043288015465	0.0305080598252697	0	0.517848325438311	EI-circRNA	Pfkfb3	circAtlas:mmu-Pfkfb3_0017	TRUE
chr2:150700742-150700984:+	1.39522618982229	-4.30945328095781	4.68043288015465	0.0305080598252697	0	0.517848325438311	ciRNA	Abhd12	.	FALSE
chr2:179673625-179673931:+	1.39522618982229	-4.30945328095781	4.68043288015465	0.0305080598252697	0	0.517848325438311	EI-circRNA	Lsm14b	circAtlas:mmu-Lsm14b_0001	TRUE
chr2:52052080-52054714:+	1.39522618982229	-4.30945328095781	4.68043288015465	0.0305080598252697	0	0.517848325438311	EI-circRNA	Neb	circAtlas:mmu-Neb_0054	TRUE
chr2:76640604-76640756:-	1.39522618982229	-4.30945328095781	4.68043288015465	0.0305080598252697	0	0.517848325438311	circRNA	Ttn	circAtlas:mmu-Ttn_0266	TRUE
chr3:154327899-154328242:-	1.39522618982229	-4.30945328095781	4.68043288015465	0.0305080598252697	0	0.517848325438311	circRNA	Cryz	.	FALSE
chr3:31174349-31174541:-	1.39522618982229	-4.30945328095781	4.68043288015465	0.0305080598252697	0	0.517848325438311	circRNA	Skil	.	FALSE
